exact_class_total,exact_class_total_dp,exact_class_total_dp_stderr,exact_class_total_logical_norm,exact_class_total_logical_norm_dp,exact_class_total_logical_norm_dp_stderr,exact_class_total_logical_norm_stderr,exact_class_total_norm,exact_class_total_norm_dp,exact_class_total_norm_dp_stderr,exact_class_total_norm_stderr,exact_class_total_stderr,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,exact_x_class_norm_stderr,exact_x_class_stderr,exact_z_class,exact_z_class_component_norm,exact_z_class_component_norm_dp,exact_z_class_component_norm_dp_stderr,exact_z_class_component_norm_stderr,exact_z_class_dp,exact_z_class_dp_stderr,exact_z_class_logical_norm,exact_z_class_logical_norm_dp,exact_z_class_logical_norm_dp_stderr,exact_z_class_logical_norm_stderr,exact_z_class_norm,exact_z_class_norm_dp,exact_z_class_norm_dp_stderr,exact_z_class_norm_stderr,exact_z_class_stderr,p,p_high,p_low,runs
0.0,0.004,0.0014139660409635906,0.0,0.0005,0.00017674575512044883,0.0,0.0,5.555555555555556e-05,1.9638417235605424e-05,0.0,0.0,0.0,0.0,4.1666666666666665e-05,2.405505831295509e-05,0.0,0.0015,0.0008659820992663833,0.0,0.000375,0.00021649552481659581,0.0,0.0,2.0833333333333333e-05,1.2027529156477545e-05,0.0,0.0,0.0,0.0,6.944444444444444e-05,3.1053393726924506e-05,0.0,0.0025,0.0011179221741692822,0.0,0.000625,0.00027948054354232056,0.0,0.0,3.472222222222222e-05,1.5526696863462253e-05,0.0,0.0,0.0,0.1,0.0,20000
0.0004,0.133,0.006382992020154536,5e-05,0.016625,0.000797874002519317,1.767457551204488e-05,5.555555555555556e-06,0.0018472222222222223,8.865266694659077e-05,1.9638417235605423e-06,0.00014139660409635905,0.00015,4.166666666666666e-06,0.0019236111111111112,0.00012011650982265347,2.4055058312955096e-06,0.06925,0.004324194353615525,3.75e-05,0.0173125,0.0010810485884038812,2.1649552481659586e-05,2.083333333333333e-06,0.0009618055555555556,6.0058254911326734e-05,1.2027529156477548e-06,8.659820992663834e-05,0.00025,6.944444444444445e-06,0.0017708333333333335,0.00011363499352242128,3.1053393726924493e-06,0.06375,0.004090859766807166,6.25e-05,0.0159375,0.0010227149417017915,2.7948054354232043e-05,3.4722222222222224e-06,0.0008854166666666667,5.681749676121064e-05,1.5526696863462246e-06,0.00011179221741692817,0.1,0.2,0.0,20000
0.0266,0.6743333333333333,0.018715801928847982,0.003325,0.08429166666666667,0.0023394752411059977,0.0001595748005038634,0.00036944444444444443,0.00936574074074074,0.000259941693456222,1.7730533389318155e-05,0.0012765984040309071,0.01385,0.0003847222222222222,0.010305555555555557,0.0003406009685221963,2.40233019645307e-05,0.37100000000000005,0.012261634866799067,0.0034625,0.09275000000000001,0.0030654087166997667,0.0002162097176807763,0.0001923611111111111,0.005152777777777779,0.00017030048426109815,1.201165098226535e-05,0.0008648388707231052,0.01275,0.00035416666666666664,0.008425925925925927,0.00029840783094418194,2.2726998704484257e-05,0.30333333333333334,0.01074268191399055,0.0031875,0.07583333333333334,0.0026856704784976376,0.0002045429883403583,0.00017708333333333332,0.0042129629629629635,0.00014920391547209097,1.1363499352242129e-05,0.0008181719533614332,0.2,0.25,0.1,20000
0.10155,2.8305000000000007,0.05166523930407773,0.01269375,0.3538125000000001,0.006458154913009716,0.00035160959104111564,0.0014104166666666666,0.03931250000000001,0.0007175727681121907,3.906773233790174e-05,0.002812876728328925,0.0558,0.0015500000000000002,0.04384722222222223,0.0008896343113195786,5.114044655100806e-05,1.5785000000000005,0.03202683520750483,0.01395,0.3946250000000001,0.008006708801876207,0.00046026401895907254,0.0007750000000000001,0.021923611111111116,0.0004448171556597893,2.557022327550403e-05,0.0018410560758362901,0.04575,0.0012708333333333332,0.03477777777777779,0.0007768664840893812,4.485898063279352e-05,1.2520000000000004,0.02796719342721772,0.0114375,0.3130000000000001,0.00699179835680443,0.00040373082569514164,0.0006354166666666666,0.017388888888888895,0.0003884332420446906,2.242949031639676e-05,0.0016149233027805666,0.25,0.3,0.2,20000
0.30965,6.565000000000001,0.08250381260253795,0.03870625,0.8206250000000002,0.010312976575317243,0.0006863610038589429,0.004300694444444444,0.09118055555555557,0.0011458862861463603,7.626233376210477e-05,0.005490888030871543,0.1717,0.004769444444444444,0.10211111111111112,0.0013695804385476377,9.400029582139155e-05,3.6760000000000006,0.04930489578771496,0.042925,0.9190000000000002,0.01232622394692874,0.000846002662392524,0.002384722222222222,0.05105555555555556,0.0006847902192738188,4.7000147910695774e-05,0.003384010649570096,0.13795,0.0038319444444444442,0.08025000000000002,0.0011984033275064872,8.184515616770001e-05,2.8890000000000007,0.04314251979023354,0.0344875,0.7222500000000002,0.010785629947558386,0.0007366064055093002,0.0019159722222222221,0.04012500000000001,0.0005992016637532436,4.092257808385001e-05,0.0029464256220372007,0.3,0.35,0.25,20000
0.75805,9.669166666666667,0.12272542744600594,0.09475625,1.2086458333333334,0.015340678430750742,0.001159942181787579,0.010528472222222222,0.1342939814814815,0.0017045198256389713,0.00012888246464306434,0.009279537454300633,0.4234,0.011761111111111111,0.15083333333333332,0.002059987918947137,0.00015179765191318447,5.43,0.07415956508209692,0.10585,1.3575,0.01853989127052423,0.0013661788672186602,0.0058805555555555555,0.07541666666666666,0.0010299939594735684,7.589882595659223e-05,0.005464715468874641,0.33465,0.009295833333333333,0.11775462962962963,0.0018249540087149985,0.00013232869073679157,4.239166666666667,0.06569834431373994,0.0836625,1.0597916666666667,0.016424586078434986,0.0011909582166311243,0.0046479166666666665,0.05887731481481481,0.0009124770043574993,6.616434536839579e-05,0.004763832866524497,0.35,0.36,0.3,20000
0.8898,13.672499999999989,0.22715516098221925,0.111225,1.7090624999999986,0.028394395122777406,0.0012647746643167606,0.012358333333333334,0.18989583333333318,0.003154932791419712,0.00014053051825741784,0.010118197314534085,0.4975,0.013819444444444445,0.2136111111111109,0.003966897626984458,0.00016400991428631425,7.689999999999992,0.14280831457144047,0.124375,1.922499999999998,0.03570207864286012,0.0014760892285768283,0.0069097222222222225,0.10680555555555545,0.001983448813492229,8.200495714315713e-05,0.005904356914307313,0.3923,0.010897222222222221,0.16618055555555541,0.0035004440512992857,0.0001442075596818992,5.982499999999995,0.1260159858467743,0.098075,1.4956249999999986,0.03150399646169357,0.0012978680371370929,0.005448611111111111,0.08309027777777771,0.0017502220256496428,7.21037798409496e-05,0.0051914721485483714,0.36,0.37,0.35,20000
1.0315,15.179999999999989,0.2399869989978296,0.1289375,1.8974999999999986,0.0299983748747287,0.0013693428386193076,0.01432638888888889,0.21083333333333318,0.0033331527638587443,0.00015214920429103417,0.010954742708954461,0.5772,0.016033333333333333,0.23083333333333314,0.004091760004403805,0.0001763156506990282,8.309999999999993,0.14730336015853698,0.1443,2.0774999999999983,0.036825840039634246,0.0015868408562912538,0.008016666666666667,0.11541666666666657,0.0020458800022019026,8.81578253495141e-05,0.006347363425165015,0.4543,0.012619444444444444,0.19083333333333316,0.003756791129904982,0.00015546163237682055,6.869999999999994,0.13524448067657935,0.113575,1.7174999999999985,0.03381112016914484,0.001399154691391385,0.006309722222222222,0.09541666666666658,0.001878395564952491,7.773081618841028e-05,0.00559661876556554,0.37,0.38,0.36,20000
1.1934,16.437499999999986,0.25275951823067455,0.149175,2.0546874999999982,0.03159493977883432,0.0014769679805164272,0.016575,0.2282986111111109,0.0035105488643149244,0.00016410755339071415,0.011815743844131418,0.6637,0.01843611111111111,0.24513888888888868,0.004249831070258807,0.0001881058286044124,8.824999999999992,0.15299391852931707,0.165925,2.206249999999998,0.03824847963232927,0.0016929524574397115,0.009218055555555556,0.12256944444444434,0.0021249155351294037,9.40529143022062e-05,0.006771809829758846,0.5297,0.014713888888888887,0.2114583333333332,0.003961111006452218,0.0001681822946947161,7.6124999999999945,0.14259999623227984,0.132425,1.9031249999999986,0.03564999905806996,0.0015136406522524449,0.007356944444444444,0.1057291666666666,0.001980555503226109,8.409114734735805e-05,0.0060545626090097796,0.38,0.39,0.37,20000
1.36025,17.914999999999985,0.26342666613390037,0.17003125,2.239374999999998,0.032928333266737546,0.0015826526002678325,0.01889236111111111,0.24881944444444423,0.0036587036963041716,0.00017585028891864806,0.01266122080214266,0.7537,0.020936111111111114,0.2692361111111109,0.004434476360961676,0.0001999506231878334,9.692499999999992,0.15964114899462034,0.188425,2.423124999999998,0.039910287248655085,0.0017995556086905006,0.010468055555555557,0.13461805555555545,0.002217238180480838,9.99753115939167e-05,0.007198222434762002,0.60655,0.016848611111111113,0.2284027777777776,0.0041097378671135654,0.0001800622659960778,8.222499999999993,0.14795056321608835,0.1516375,2.0556249999999983,0.03698764080402209,0.0016205603939647001,0.008424305555555556,0.1142013888888888,0.0020548689335567827,9.00311329980389e-05,0.0064822415758588004,0.39,0.4,0.38,20000
