exact_class_total,exact_class_total_dp,exact_class_total_dp_stderr,exact_class_total_logical_norm,exact_class_total_logical_norm_dp,exact_class_total_logical_norm_dp_stderr,exact_class_total_logical_norm_stderr,exact_class_total_norm,exact_class_total_norm_dp,exact_class_total_norm_dp_stderr,exact_class_total_norm_stderr,exact_class_total_stderr,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,exact_x_class_norm_stderr,exact_x_class_stderr,exact_z_class,exact_z_class_component_norm,exact_z_class_component_norm_dp,exact_z_class_component_norm_dp_stderr,exact_z_class_component_norm_stderr,exact_z_class_dp,exact_z_class_dp_stderr,exact_z_class_logical_norm,exact_z_class_logical_norm_dp,exact_z_class_logical_norm_dp_stderr,exact_z_class_logical_norm_stderr,exact_z_class_norm,exact_z_class_norm_dp,exact_z_class_norm_dp_stderr,exact_z_class_norm_stderr,exact_z_class_stderr,p,p_high,p_low,runs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,1000
0.0,0.006666666666666667,0.006666666666666666,0.0,0.0008333333333333334,0.0008333333333333333,0.0,0.0,3.472222222222222e-05,3.472222222222222e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.944444444444444e-05,6.944444444444444e-05,0.0,0.006666666666666667,0.006666666666666666,0.0,0.0016666666666666668,0.0016666666666666666,0.0,0.0,3.472222222222222e-05,3.472222222222222e-05,0.0,0.0,0.2,0.25,0.1,1000
0.001,0.21000000000000005,0.053467361621448654,0.000125,0.026250000000000006,0.006683420202681082,0.00012500000000000003,5.208333333333333e-06,0.0010937500000000003,0.0002784758417783784,5.208333333333335e-06,0.0010000000000000002,0.0,0.0,0.001041666666666667,0.00035951705996418895,0.0,0.10000000000000003,0.03451363775656214,0.0,0.02500000000000001,0.008628409439140535,0.0,0.0,0.0005208333333333335,0.00017975852998209447,0.0,0.0,0.001,1.0416666666666666e-05,0.0011458333333333336,0.0003437482621466471,1.041666666666667e-05,0.11000000000000003,0.03299983316607812,0.00025,0.027500000000000007,0.00824995829151953,0.00025000000000000006,5.208333333333333e-06,0.0005729166666666668,0.00017187413107332356,5.208333333333335e-06,0.0010000000000000002,0.25,0.3,0.2,1000
0.021,1.0600000000000005,0.1374601589381276,0.002625,0.13250000000000006,0.01718251986726595,0.0006683420202681079,0.000109375,0.005520833333333336,0.0007159383278027479,2.7847584177837827e-05,0.005346736162144863,0.01,0.00010416666666666667,0.005208333333333335,0.0008173039177853982,3.595170599641889e-05,0.5000000000000001,0.07846117610739822,0.0025,0.12500000000000003,0.019615294026849556,0.0008628409439140533,5.208333333333334e-05,0.0026041666666666674,0.0004086519588926991,1.7975852998209443e-05,0.003451363775656213,0.011,0.00011458333333333333,0.005833333333333336,0.000839359260634478,3.4374826214664704e-05,0.5600000000000003,0.08057848902090989,0.00275,0.14000000000000007,0.020144622255227472,0.000824995829151953,5.7291666666666666e-05,0.002916666666666668,0.000419679630317239,1.7187413107332352e-05,0.003299983316607812,0.3,0.35,0.25,1000
0.107,2.771428571428571,0.2978832803875517,0.013375,0.34642857142857136,0.03723541004844396,0.0017218301525046174,0.0005572916666666667,0.014434523809523807,0.001551475418685165,7.174292302102572e-05,0.013774641220036939,0.05,0.0005208333333333333,0.01413690476190476,0.001736111111111111,8.173039177853979e-05,1.357142857142857,0.16666666666666666,0.0125,0.33928571428571425,0.041666666666666664,0.001961529402684955,0.00026041666666666666,0.00706845238095238,0.0008680555555555555,4.0865195889269896e-05,0.00784611761073982,0.057,0.00059375,0.014732142857142853,0.0017940303899938897,8.450787943057451e-05,1.414285714285714,0.1722269174394134,0.01425,0.3535714285714285,0.04305672935985335,0.0020281891063337882,0.000296875,0.007366071428571427,0.0008970151949969448,4.225393971528726e-05,0.008112756425335153,0.35,0.37,0.3,1000
0.215,6.599999999999994,0.603576262210753,0.026875,0.8249999999999993,0.07544703277634413,0.0028866836191930208,0.0011197916666666667,0.03437499999999997,0.003143626365681005,0.00012027848413304254,0.023093468953544166,0.105,0.0010937499999999999,0.034895833333333307,0.003572858131583571,0.00013507293841383367,3.3499999999999974,0.3429943806320228,0.02625,0.8374999999999994,0.0857485951580057,0.0032417505219320083,0.0005468749999999999,0.017447916666666653,0.0017864290657917854,6.753646920691684e-05,0.012967002087728033,0.11,0.0011458333333333333,0.03385416666666664,0.0035255769950476336,0.00013260791516617808,3.2499999999999973,0.3384553915245728,0.0275,0.8124999999999993,0.0846138478811432,0.0031825899639882737,0.0005729166666666667,0.01692708333333332,0.0017627884975238168,6.630395758308904e-05,0.012730359855953095,0.37,0.39,0.35,1000
0.371,10.700000000000006,0.78493702048389,0.046375,1.3375000000000008,0.09811712756048625,0.004066665974375956,0.0019322916666666666,0.0557291666666667,0.004088213648353594,0.00016944441559899818,0.03253332779500765,0.184,0.0019166666666666666,0.05312500000000003,0.004590243183673723,0.00018647418009489758,5.100000000000003,0.4406633456326774,0.046,1.2750000000000008,0.11016583640816935,0.004475380322277542,0.0009583333333333333,0.026562500000000017,0.0022951215918368614,9.323709004744879e-05,0.017901521289110166,0.187,0.0019479166666666666,0.05833333333333337,0.004703028028760407,0.00018409622973800468,5.600000000000003,0.45149069076099907,0.04675,1.4000000000000008,0.11287267269024977,0.004418309513712112,0.0009739583333333333,0.029166666666666684,0.0023515140143802035,9.204811486900234e-05,0.01767323805484845,0.39,0.41,0.37,1000
0.643,16.900000000000006,0.999569476894498,0.080375,2.1125000000000007,0.12494618461181226,0.005561489417371892,0.0033489583333333336,0.08802083333333337,0.005206091025492177,0.00023172872572382882,0.04449191533897513,0.309,0.00321875,0.08750000000000006,0.00558266502556589,0.0002474003471261652,8.400000000000006,0.5359358424543255,0.07725,2.1000000000000014,0.13398396061358137,0.005937608331027965,0.001609375,0.04375000000000003,0.002791332512782945,0.0001237001735630826,0.02375043332411186,0.334,0.003479166666666667,0.0885416666666667,0.0060118073481674715,0.000253241792979095,8.500000000000004,0.5771335054240773,0.0835,2.125000000000001,0.14428337635601932,0.00607780303149828,0.0017395833333333334,0.04427083333333335,0.0030059036740837358,0.0001266208964895475,0.02431121212599312,0.41,0.43,0.39,1000
1.047,24.774999999999977,1.177161877179635,0.130875,3.096874999999997,0.14714523464745438,0.00719168476121588,0.005453125,0.12903645833333321,0.0061310514436439326,0.0002996535317173283,0.05753347808972704,0.52,0.005416666666666667,0.12760416666666655,0.0068633235884248784,0.0003115427168463027,12.24999999999999,0.6588790644887883,0.13,3.0624999999999973,0.16471976612219708,0.007477025204311265,0.0027083333333333334,0.06380208333333327,0.0034316617942124392,0.00015577135842315134,0.02990810081724506,0.527,0.005489583333333333,0.13046874999999988,0.006824137562152627,0.00032646791447418777,12.52499999999999,0.6551172059666521,0.13175,3.1312499999999974,0.16377930149166303,0.007835229947380506,0.0027447916666666666,0.06523437499999994,0.0034120687810763133,0.00016323395723709389,0.031340919789522026,0.43,0.45,0.41,1000
