p,runs,total_ml_logical_failure,total_ml_logical_failure_ci_high,total_ml_logical_failure_ci_low,total_ml_logical_failure_stderr,total_uncorrectable_rate,total_uncorrectable_rate_ci_high,total_uncorrectable_rate_ci_low,total_uncorrectable_rate_failures,x_ml_logical_failure,x_ml_logical_failure_ci_high,x_ml_logical_failure_ci_low,x_ml_logical_failure_stderr,x_uncorrectable_rate,x_uncorrectable_rate_ci_high,x_uncorrectable_rate_ci_low,x_uncorrectable_rate_failures,z_ml_logical_failure,z_ml_logical_failure_ci_high,z_ml_logical_failure_ci_low,z_ml_logical_failure_stderr,z_uncorrectable_rate,z_uncorrectable_rate_ci_high,z_uncorrectable_rate_ci_low,z_uncorrectable_rate_failures
0.0,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.025,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.05,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.07500000000000001,20000,5e-05,0.00011929345872942269,0.0,3.5354455120604595e-05,0.0001,0.0003645736136206778,2.7424035272726838e-05,2,2.5e-05,7.399909961350135e-05,0.0,2.4999999999999998e-05,5e-05,0.0002831905702260402,8.826282272974824e-06,1,2.5e-05,7.399909961350135e-05,0.0,2.4999999999999998e-05,5e-05,0.0002831905702260402,8.826282272974824e-06,1
0.1,20000,0.000125,0.0002345543599445253,1.544564005547471e-05,5.589610870846409e-05,0.00025,0.0005851504035326238,0.00010678963454394949,5,7.5e-05,0.00015986468629092504,0.0,4.3299104963319164e-05,0.00015,0.0004409636272928435,5.101481799495055e-05,3,5e-05,0.00011929345872942269,0.0,3.5354455120604595e-05,0.0001,0.0003645736136206778,2.7424035272726838e-05,2
0.125,20000,0.0005,0.000719026518152941,0.000280973481847059,0.00011175027698498251,0.001,0.0015441859375651431,0.0006474660464272732,20,0.00025,0.00040491388893889707,9.508611106110295e-05,7.903915080115658e-05,0.0005,0.0009202228750329448,0.00027162114501557604,10,0.00025,0.00040491388893889707,9.508611106110295e-05,7.903915080115658e-05,0.0005,0.0009202228750329448,0.00027162114501557604,10
0.15000000000000002,20000,0.0016,0.0019913748903723346,0.0012086251096276655,0.0001996847357703763,0.0032,0.00408385183726393,0.0025069551880816257,64,0.000975,0.0012807084269315502,0.0006692915730684497,0.00015597655331574427,0.00195,0.00266442282568779,0.001426864289798028,39,0.000625,0.0008698484492883507,0.00038015155071164936,0.0001249249737340502,0.00125,0.0018446952464811046,0.000846860719483259,25
0.17500000000000002,20000,0.00383125,0.004445492517251691,0.0032170074827483097,0.0003133947981170864,0.0075,0.008793916469116909,0.006395239046146146,150,0.00255,0.003047250214734369,0.0020527497852656316,0.0002537037510161487,0.00505,0.0061319215168955665,0.004158174975042402,101,0.00135,0.001709590944749403,0.000990409055250597,0.00018346813899939516,0.0027,0.003520908083860748,0.002070090977540913,54
0.2,20000,0.00765625,0.008527296131886535,0.006785203868113464,0.00044441945809067747,0.01485,0.01662187624971471,0.013264456335523605,297,0.0049625,0.005655953950667886,0.004269046049332114,0.0003538095373883205,0.0098,0.0112624824517421,0.008525789697662874,196,0.002875,0.0034023827112304272,0.0023476172887695727,0.0002690777562191728,0.0057,0.006842480926671937,0.004747365918393096,114
0.225,20000,0.0150875,0.016312179169328846,0.013862820830671153,0.0006248477926068846,0.0289,0.03131374950341116,0.026667186868650602,578,0.0098125,0.010785803832068222,0.008839196167931778,0.0004965927127975401,0.0193,0.021301051061721067,0.01748357240261792,386,0.005725,0.006471958399741242,0.004978041600258758,0.0003811082273108864,0.01125,0.012808408857821536,0.009879306387020732,225
0.25,20000,0.02724375,0.02888847821157242,0.02559902178842758,0.0008391624665278687,0.0514,0.054547311054673794,0.04842498369486328,1028,0.017825,0.019133484424019055,0.016516515575980946,0.0006676063613108275,0.0348,0.03743064825520153,0.032348022091398206,696,0.0106125,0.011624733316245474,0.009600266683754527,0.0005164550594959099,0.02085,0.022924168451101914,0.018959859701463147,417
