p,runs,total_ml_logical_failure,total_ml_logical_failure_ci_high,total_ml_logical_failure_ci_low,total_ml_logical_failure_stderr,total_uncorrectable_rate,total_uncorrectable_rate_ci_high,total_uncorrectable_rate_ci_low,total_uncorrectable_rate_failures,x_ml_logical_failure,x_ml_logical_failure_ci_high,x_ml_logical_failure_ci_low,x_ml_logical_failure_stderr,x_uncorrectable_rate,x_uncorrectable_rate_ci_high,x_uncorrectable_rate_ci_low,x_uncorrectable_rate_failures,z_ml_logical_failure,z_ml_logical_failure_ci_high,z_ml_logical_failure_ci_low,z_ml_logical_failure_stderr,z_uncorrectable_rate,z_uncorrectable_rate_ci_high,z_uncorrectable_rate_ci_low,z_uncorrectable_rate_failures
0.0,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.025,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.05,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.07500000000000001,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.1,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.125,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.15000000000000002,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.17500000000000002,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.2,20000,2.5e-05,7.399909961350135e-05,0.0,2.4999999999999998e-05,5e-05,0.0002831905702260402,8.826282272974824e-06,1,2.5e-05,7.399909961350135e-05,0.0,2.4999999999999998e-05,5e-05,0.0002831905702260402,8.826282272974824e-06,1,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.225,20000,7.5e-05,0.00015986468629092504,0.0,4.3299104963319164e-05,0.00015,0.0004409636272928435,5.101481799495055e-05,3,5e-05,0.00011929345872942269,0.0,3.5354455120604595e-05,0.0001,0.0003645736136206778,2.7424035272726838e-05,2,2.5e-05,7.399909961350135e-05,0.0,2.4999999999999998e-05,5e-05,0.0002831905702260402,8.826282272974824e-06,1
0.25,20000,0.00035,0.0005332782455491142,0.00016672175445088574,9.351102724069916e-05,0.0007,0.0011747302827432658,0.00041703692288281327,14,0.000275,0.0004374709934643481,0.00011252900653565195,8.289488722542789e-05,0.00055,0.00098467623450964,0.00030714858193327043,11,7.5e-05,0.00015986468629092506,0.0,4.329910496331917e-05,0.00015,0.0004409636272928435,5.101481799495055e-05,3
0.275,20000,0.0013,0.0016579533245770178,0.0009420466754229821,0.000182632603150113,0.00255,0.0033509139693707803,0.0019401427028477118,51,0.0009125,0.0012112950741884722,0.0006137049258115278,0.00015244926771375888,0.0018,0.0024908159636693053,0.0013005287626333436,36,0.0004,0.0005959228823419229,0.00020407711765807715,9.996249109031471e-05,0.0008,0.0012992202282755049,0.0004925085701393533,16
0.30000000000000004,20000,0.0031625,0.0037208132500707565,0.0026041867499292434,0.00028485893336543944,0.0062,0.0073867220507488115,0.0052029327582601165,124,0.0021125,0.002563976205150986,0.0016610237948490136,0.00023034923534930892,0.0042,0.005196449039576223,0.0033939739136571233,84,0.0011125,0.001441755155532454,0.0007832448444675459,0.000167990411114478,0.0022,0.002951864074452466,0.0016393270230052992,44
