p,runs,total_ml_logical_failure,total_ml_logical_failure_ci_high,total_ml_logical_failure_ci_low,total_ml_logical_failure_stderr,total_uncorrectable_rate,total_uncorrectable_rate_ci_high,total_uncorrectable_rate_ci_low,total_uncorrectable_rate_failures,x_ml_logical_failure,x_ml_logical_failure_ci_high,x_ml_logical_failure_ci_low,x_ml_logical_failure_stderr,x_uncorrectable_rate,x_uncorrectable_rate_ci_high,x_uncorrectable_rate_ci_low,x_uncorrectable_rate_failures,z_ml_logical_failure,z_ml_logical_failure_ci_high,z_ml_logical_failure_ci_low,z_ml_logical_failure_stderr,z_uncorrectable_rate,z_uncorrectable_rate_ci_high,z_uncorrectable_rate_ci_low,z_uncorrectable_rate_failures
0.0,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.025,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.05,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.07500000000000001,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.1,20000,0.0002,0.0003385661257825662,6.14338742174338e-05,7.069830204817952e-05,0.0004,0.0007891790235140093,0.00020270340374573274,8,0.000125,0.00023455435994452532,1.5445640055474684e-05,5.58961087084641e-05,0.00025,0.0005851504035326238,0.00010678963454394949,5,7.5e-05,0.00015986468629092506,0.0,4.329910496331917e-05,0.00015,0.0004409636272928435,5.101481799495055e-05,3
0.125,20000,0.000875,0.0011707880965006986,0.0005792119034993015,0.00015091506723278458,0.0017,0.0023745379946841683,0.001216845138829701,34,0.0005,0.000719026518152941,0.000280973481847059,0.00011175027698498251,0.001,0.0015441859375651431,0.0006474660464272732,20,0.0004,0.0005959228823419229,0.00020407711765807715,9.996249109031471e-05,0.0008,0.0012992202282755049,0.0004925085701393533,16
0.15000000000000002,20000,0.0030625,0.0036114341876768014,0.002513565812323199,0.00028007360951870747,0.006,0.007169250547664806,0.005020481075766563,120,0.0019875,0.0024255913683802824,0.001549408631619718,0.00022352011151015574,0.00395,0.0049196853250536455,0.0031708336462077536,79,0.001125,0.0014533341699890284,0.0007966658300109714,0.00016752051189658924,0.00225,0.0030090960199100018,0.001682075873942153,45
0.17500000000000002,20000,0.0068484375,0.007681805857185998,0.0060150691428140024,0.0004251957504114876,0.0131,0.014771938201074121,0.011615066510360563,262,0.00466875,0.005345626519040798,0.003991873480959202,0.00034535150869093186,0.00915,0.010567112851899492,0.00792140894437842,183,0.0024375,0.002925722984981743,0.0019492770150182572,0.0002490979369176084,0.0048,0.005857588777697522,0.003932603732268498,96
0.2,20000,0.0144390625,0.01565336317194472,0.01322476182805528,0.0006195525435788456,0.0272,0.029546797404035676,0.02503479189061685,544,0.00990625,0.010893380721232814,0.008919119278767186,0.0005036473777167206,0.01925,0.021248641335357216,0.017436001332587377,385,0.0052,0.0059131808300053185,0.004486819169994681,0.00036387445668940757,0.0102,0.011689636375825612,0.008898482144734479,204
0.225,20000,0.0265875,0.028244407785088837,0.024930592214911163,0.000845376648835547,0.0489,0.05197642159218157,0.045996833337636024,978,0.01824375,0.01958919554492339,0.016898304455076608,0.0006864644225792393,0.03485,0.03748239527207925,0.03239625587091488,697,0.01000625,0.010995768453107077,0.009016731546892922,0.0005048656306504986,0.0195,0.021510656954529077,0.01767388969538746,390
0.25,20000,0.048160546875,0.050399178961800434,0.04592191478819957,0.0011421802157889004,0.08575,0.0897104486467766,0.0819486532257061,1715,0.034440625,0.03629763263724014,0.032583617362759866,0.0009474702861317732,0.064,0.0674764756091302,0.06069097983179302,1280,0.01810625,0.019436349887290826,0.016776150112709175,0.0006786348615497442,0.03495,0.037585885105252764,0.032492727630530155,699
