p,runs,total_ml_logical_failure,total_ml_logical_failure_ci_high,total_ml_logical_failure_ci_low,total_ml_logical_failure_stderr,total_uncorrectable_rate,total_uncorrectable_rate_ci_high,total_uncorrectable_rate_ci_low,total_uncorrectable_rate_failures,x_ml_logical_failure,x_ml_logical_failure_ci_high,x_ml_logical_failure_ci_low,x_ml_logical_failure_stderr,x_uncorrectable_rate,x_uncorrectable_rate_ci_high,x_uncorrectable_rate_ci_low,x_uncorrectable_rate_failures,z_ml_logical_failure,z_ml_logical_failure_ci_high,z_ml_logical_failure_ci_low,z_ml_logical_failure_stderr,z_uncorrectable_rate,z_uncorrectable_rate_ci_high,z_uncorrectable_rate_ci_low,z_uncorrectable_rate_failures
0.0,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.025,20000,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00019203605610462553,0.0,0
0.05,20000,0.0001,0.00019799084871888087,2.009151281119129e-06,4.999624967184101e-05,0.0002,0.0005141804856319553,7.777875605022839e-05,4,5e-05,0.00011929345872942269,0.0,3.535445512060459e-05,0.0001,0.0003645736136206778,2.7424035272726838e-05,2,5e-05,0.00011929345872942269,0.0,3.535445512060459e-05,0.0001,0.0003645736136206778,2.7424035272726838e-05,2
0.07500000000000001,20000,0.00075,0.0010376239753035958,0.0004623760246964041,0.00014674962273405895,0.00135,0.00196351203514295,0.0009280055236101935,27,0.00035,0.0005332782455491142,0.00016672175445088576,9.351102724069915e-05,0.0007,0.0011747302827432658,0.00041703692288281327,14,0.000475,0.0006884859851412133,0.00026151401485878674,0.00010892342248386374,0.00095,0.0014833803364226327,0.000608290851175394,19
0.1,20000,0.0022,0.0026890536800126055,0.001710946319987395,0.00024952176870095483,0.004,0.004975104524032772,0.003215395243623016,80,0.0012,0.0015390765816628233,0.0008609234183371765,0.00017300143489238387,0.0024,0.00318032832539076,0.001810785957644563,48,0.0012,0.0015390765816628233,0.0008609234183371765,0.00017300143489238387,0.0024,0.00318032832539076,0.001810785957644563,48
0.125,20000,0.00481875,0.005541741233383135,0.004095758766616865,0.00036887985651062866,0.00875,0.010138367207735786,0.007550308217387011,175,0.002625,0.0031257841568353793,0.002124215843164621,0.0002555068158320769,0.00525,0.006350953758772034,0.004339065918743494,105,0.0026375,0.0031412592937857856,0.0021337407062142146,0.0002570247707403679,0.00525,0.006350953758772034,0.004339065918743494,105
0.15000000000000002,20000,0.009265625,0.010269336555678289,0.00826191344432171,0.0005121071425778425,0.0167,0.01857102897875233,0.015014593073078395,334,0.00505,0.00574549362983981,0.00435450637016019,0.0003548502091496448,0.01005,0.011529518975622181,0.00875865715575474,201,0.005125,0.005828114108321571,0.004421885891678429,0.0003587382798192442,0.01015,0.01163627246992384,0.008851865254241859,203
0.17500000000000002,20000,0.01768125,0.01907721315442534,0.01628528684557466,0.0007122391867587973,0.03115,0.03364912156245818,0.02883095064735112,623,0.0097125,0.010679190082553984,0.008745809917446017,0.0004932182887946472,0.01915,0.021143811890688157,0.017340869184467655,383,0.010025,0.01100740451348449,0.009042595486515509,0.0005012360029233049,0.01975,0.021772590968568914,0.017911859663319575,395
0.2,20000,0.030003125,0.031807238416637025,0.028199011583362972,0.0009204829429865254,0.0526,0.05578061572001583,0.04959121814298659,1052,0.0164375,0.01769121396721056,0.01518378603278944,0.0006396617372052218,0.03225,0.034789621145587035,0.029890028584898847,645,0.0171375,0.018411748225112556,0.015863251774887444,0.0006501385919147815,0.0338,0.03639540911910656,0.031383645299605384,676
0.225,20000,0.048503125,0.05078956193978763,0.046216688060212376,0.0011665708950892707,0.0833,0.08721022896889845,0.07954981388025915,1666,0.0270875,0.028693000244756905,0.025481999755243095,0.0008191478299707979,0.05255,0.05572923706870143,0.049542615997906596,1051,0.027925,0.029543209699935454,0.026306790300064543,0.0008256323650330754,0.05465,0.057886482712693886,0.05158456380247849,1093
0.25,20000,0.072984375,0.07577013206224528,0.07019861793775473,0.0014213307408804318,0.1224,0.12701491672368712,0.11793010890588311,2448,0.0418625,0.043835061299324914,0.03988993870067508,0.001006427319524353,0.08085,0.08470902438933532,0.0771519594364972,1617,0.0423875,0.04437066002799162,0.04040433997200838,0.0010118349335163982,0.0819,0.08578109236842522,0.07817948818168947,1638
