p,posterior_x_error,posterior_x_class,posterior_x_saved_by_stabilizers,posterior_x_error_stderr,posterior_x_class_stderr,posterior_x_class_component_norm,posterior_x_class_component_norm_stderr,posterior_x_class_component_norm_dp,posterior_x_class_component_norm_dp_stderr,scaled_posterior_x_class_component_norm_dp,scaled_posterior_x_class_component_norm_dp_stderr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012986862055518,0.19008725192890452,2.1281509774073725e-08,0.19008723064739474,0.03257880821219891,1.1158273212305465e-08,9.629642431707568e-11,5.048992403758129e-11,2.857916425256197e-05,6.549426846658095e-06,0.0004892951277189935,0.00011213073332382358
0.031124460304789,1.1236084420993393,0.0002745283364463784,1.1233339137628928,0.03811768581827769,6.291769182565546e-05,1.2422096671781829e-06,2.846954381251378e-07,0.0010677208188000563,9.081353682636799e-05,0.018280121482424694,0.0015547907807026906
0.041692690273657,2.0311278176071212,0.004128108668201295,2.02699970893892,0.038682126335836294,0.00034358884047913874,1.8679224742992285e-05,1.5547006356522116e-06,0.0036191669726412788,0.00014653565219843655,0.061962650498295496,0.0025087920704816476
0.053239040776797,3.4208840071954185,0.018853312890788326,3.40203069430463,0.038209502875269745,0.0007574525919059357,8.53091081031146e-05,3.4273872936920166e-06,0.009965514391666807,0.00022482929833007227,0.17061652307131284,0.00384923363290873
0.065786706354581,5.443937493815326,0.05912932901664987,5.3848081647986765,0.03655711898290813,0.0012747708940995482,0.0002675535249622166,5.768194090948182e-06,0.021097631107615592,0.000509307824947007,0.36120608762880757,0.008719703454357977
0.071095875529861,6.464104253713586,0.08714718375805146,6.376957069955535,0.03563744351062405,0.001470555754689724,0.0003943311482264772,6.6540984375100634e-06,0.027203873213969713,0.000521583607856277,0.4657491906008897,0.008929873377920505
0.076576534403673,7.610822873685294,0.12425447009980084,7.486568403585493,0.03454470882322974,0.001678616659138571,0.0005622374212660671,7.595550493839687e-06,0.03494457637875287,0.0005772568631176578,0.598275401310773,0.009883038148692536
0.082233332365895,8.917903547872271,0.17349981009708862,8.744403737775182,0.03320607755491124,0.0019168767251878387,0.0007850670140139756,8.673650340216465e-06,0.0431752338594794,0.0006225211493737302,0.7391899699683347,0.010657994145622664
0.088071569497931,10.405136888553344,0.23424526265396092,10.170891625899383,0.031783944659980974,0.00213454207501914,0.0010599333151762938,9.658561425425973e-06,0.050736583914168104,0.0006482625108308901,0.8686455309512024,0.01109870411987297
0.094097243346144,12.047343247583925,0.3068350634900748,11.74050818409385,0.030245060132367566,0.002323651751982595,0.0013883939524437772,1.0514261321188212e-05,0.05522110537213146,0.0006498208590862013,0.9454236508479745,0.01112538412359438
0.100317108961426,13.855200677424122,0.38375016731671124,13.471450510107411,0.028594164683351662,0.002429524066581837,0.001736426096455707,1.0993321568243606e-05,0.05783068558101077,0.0006508040782276581,0.9901014752347425,0.011142217517711276
0.10673875382071,15.860921209678452,0.4685709240815787,15.392350285596873,0.026864462786634298,0.0024980335831627444,0.002120230425708501,1.1303319380826898e-05,0.05840884699954591,0.000927125721937633,1.0,0.015873035842409983
0.11002786443836,16.929734380478024,0.5105221712274886,16.419212209250535,0.02598276383629217,0.002501714889303564,0.00231005507342755,1.131997687467676e-05,0.057057358509422576,0.0009175640555621556,0.9768615790321312,0.01570933347767144
0.113370689941424,18.05009122867834,0.5521817965081358,17.497909432170204,0.02509614862782864,0.002485249272988791,0.0024985601651951847,1.1245471823478692e-05,0.05600984912143828,0.0009148593681373025,0.9589274912732607,0.015663027351736886
0.120222466333141,20.430824916721434,0.6358114711808339,19.7950134455406,0.023303906931632905,0.002406825577684571,0.0028769749827187055,1.0890613473685843e-05,0.05252776886738396,0.0005853694615221917,0.8993118605438716,0.010021931464025349
0.127304805975883,23.003936445997155,0.7136580084542736,22.29027843754288,0.021505643534664703,0.0022756351236296823,0.003229221757711645,1.0296991509636572e-05,0.04633837915003816,0.000539636508564308,0.7933452127620053,0.00923895156787641
0.134629772869357,25.753347251750043,0.782982954550783,24.97036429719926,0.019707754365491912,0.002075628392342794,0.003542909296609878,9.39198367575925e-06,0.03917834915741721,0.0004891322862267569,0.6707605297827879,0.008374284228390257
0.142210976497938,28.682350227676807,0.8423016557382061,27.8400485719386,0.017985605085759804,0.0018493946492430383,0.003811319709222652,8.368301580285242e-06,0.0313755830381645,0.0004339639733262726,0.5371717582168404,0.007429764421298136
0.150063823498572,31.767881430045136,0.889510289957714,30.878371140087424,0.016327748976084282,0.0015874849937266534,0.004024933438722688,7.183190016862685e-06,0.02434356032289163,0.00037730669027764596,0.41677864867082354,0.006459752411832051
0.158205829693504,35.020910858802594,0.9279807272321539,34.09293013157044,0.014748330167706724,0.001333167080882439,0.004199007815530108,6.032430230237281e-06,0.018063726097617486,0.0003167066008172741,0.30926352813911767,0.005422236820044338
0.166657010396898,38.414296560792664,0.9552899161800347,37.45900664461263,0.013251196238611913,0.0010793713413220429,0.0043225788062445005,4.884033218651778e-06,0.012509140978132618,0.00029702487696102903,0.21416517566645116,0.005085272047286573
0.189297705370626,47.47141537384384,0.9895619563848508,46.481853417458986,0.009835755023311549,0.0005433748098013471,0.004477655911243669,2.45870954661243e-06,0.004378327971372718,0.00010446165689824327,0.07496001370146473,0.0017884560689762528
