p,posterior_x_error,posterior_x_class,posterior_x_saved_by_stabilizers,posterior_x_error_stderr,posterior_x_class_stderr,posterior_x_class_component_norm,posterior_x_class_component_norm_stderr,posterior_x_class_component_norm_dp,posterior_x_class_component_norm_dp_stderr,scaled_posterior_x_class_component_norm_dp,scaled_posterior_x_class_component_norm_dp_stderr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012986862055518,0.33619041502643654,1.4240991201101376e-12,0.33619041502501246,0.11743071987822025,1.139918090594654e-12,3.3826582425418948e-15,2.707643920652385e-15,1.8270234028930085e-07,1.049280236146659e-07,4.664168582734478e-06,2.678684851091673e-06
0.031124460304789,2.017366993428567,3.3435160352013326e-06,2.017363649912532,0.13690427273252775,1.9202197480538416e-06,7.941843314017416e-09,4.561092038132641e-09,0.00027090513679304016,0.00012263995717936898,0.006915878723451021,0.0031308489774031206
0.041692690273657,3.6533377801600295,0.0019098285004537643,3.6514279516595756,0.13966478936286264,0.0008636021784930544,4.536409739795164e-06,2.0513115878694877e-06,0.0007478160671982722,0.00014028501586055444,0.019090834856123035,0.0035813058692577837
0.053239040776797,6.210528046967909,0.007240842264349472,6.203287204703559,0.13755795667116696,0.001309708346734372,1.7199150271613948e-05,3.1109461917681044e-06,0.002908028519335461,0.00022119447207156386,0.07423843195496609,0.005646825900955048
0.065786706354581,9.833571433178633,0.033001023780799076,9.800570409397835,0.13142955780309706,0.0025175736250051023,7.838722988313319e-05,5.979984857494305e-06,0.009280477298336963,0.0007154190646958288,0.23691930042681913,0.0182637787767789
0.071095875529861,11.69448581203659,0.05790944616634447,11.636576365870244,0.1277676146159639,0.0035131408618374774,0.00013755212866115076,8.344752640944126e-06,0.01276771970632758,0.0006859967336677795,0.32594435863884935,0.017512662442994986
0.076576534403673,13.78675700950322,0.0912368711581059,13.695520138345113,0.12342753008251171,0.004029392974575789,0.0002167146583327931,9.571004690203773e-06,0.016924475378340968,0.0008043692900074066,0.4320612763576288,0.020534569866091017
0.082233332365895,16.171955907504554,0.13763989117973718,16.034316016324816,0.11868407449225381,0.004746784296385426,0.00032693560850293867,1.1275022081675597e-05,0.023247296018227472,0.0008807826247506854,0.5934751987853687,0.02248530938397143
0.088071569497931,18.878117435526804,0.20432410143287838,18.673793334093926,0.11358427841135223,0.005582642733937107,0.00048533040720398664,1.3260434047356549e-05,0.02878224843927682,0.0009412616201325038,0.7347758036287994,0.024029264594006252
