p,posterior_x_error,posterior_x_class,posterior_x_saved_by_stabilizers,posterior_x_error_stderr,posterior_x_class_stderr,posterior_x_class_component_norm,posterior_x_class_component_norm_stderr,posterior_x_class_component_norm_dp,posterior_x_class_component_norm_dp_stderr,scaled_posterior_x_class_component_norm_dp,scaled_posterior_x_class_component_norm_dp_stderr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012986862055518,0.08766981924839357,8.51418994291199e-05,0.08758467734896444,0.022678817736932665,2.823888814865492e-05,1.0016694050484695e-06,3.322222135135873e-07,0.0020431008971684267,0.0001601277600692125,0.01738160817740672,0.0013622812205242747
0.031124460304789,0.5138705456678814,0.007468013205571855,0.5064025324623095,0.026266051564704778,0.000589383513302384,8.785897888908065e-05,6.9339236859103995e-06,0.012991162966980156,0.000554705876852948,0.11052185664145925,0.004719140507708336
0.041692690273657,0.927303910900843,0.023431184659336725,0.9038727262415063,0.02658699452203278,0.0009341612228220558,0.00027566099599219676,1.0990132033200657e-05,0.025595708739644545,0.000669380896342281,0.21775458126033537,0.005694734155218613
0.053239040776797,1.5278098931177624,0.05694267914135177,1.4708672139764105,0.02608866384606446,0.0013491389239600811,0.0006699138722511972,1.5872222634824482e-05,0.04659552823768694,0.0008261488531461246,0.3964097983458518,0.007028431969023841
0.065786706354581,2.3786641730771585,0.12106965283171443,2.257594520245444,0.024847230546191295,0.0018843608683099138,0.0014243488568436993,2.2168951391881338e-05,0.07392203308121853,0.0017113837218461277,0.6288890658683491,0.014559536112752822
0.071095875529861,2.8056163612083083,0.15706352127729745,2.648552839931011,0.024179842966640955,0.0021033614724861567,0.0018478061326740877,2.4745429088072434e-05,0.08455861590548809,0.0017117055178086636,0.7193794157351706,0.01456227378045275
0.076576534403673,3.2884190510342286,0.198763517594139,3.0896555334400895,0.023413241204504096,0.002297462533902649,0.0023383943246369295,2.702897098708999e-05,0.09388202251163377,0.0017552876087598064,0.7986979656566483,0.014933046868318717
0.082233332365895,3.841662865019835,0.246073051959851,3.5955898130599837,0.022552018624514027,0.002473541881646099,0.0028949770818806,2.9100492725248226e-05,0.10277302599342697,0.0017463163656850581,0.8743378613850815,0.014856724337108605
0.088071569497931,4.448659967646542,0.2993180819578213,4.14934188568872,0.02159567585372432,0.0026146030667308115,0.0035213891995037796,3.0760036079186016e-05,0.109392390902548,0.0017615485084265775,0.9306518727944418,0.014986311249435036
0.094097243346144,5.108736970318823,0.35645580000777116,4.7522811703110515,0.02061329645326053,0.002729300374145968,0.004193597647150249,3.2109416166423155e-05,0.11115545075659986,0.0017118970780583098,0.9456510417630016,0.014563903472459802
0.100317108961426,5.832124944188152,0.41500306808367193,5.41712187610448,0.019598248591081373,0.0027693048378603503,0.004882389036278493,3.258005691600412e-05,0.10959318389500333,0.001680874293092978,0.9323601120323888,0.014299978233335946
0.10673875382071,6.632474220138334,0.47417679131730955,6.158297428821025,0.018504374677457636,0.0027722618889019883,0.005578550486085995,3.26148457517881e-05,0.11584210547763873,0.0024167827794172154,0.9855225900241719,0.02056069349289265
0.11002786443836,7.054602004771169,0.507627725604044,6.5469742791671255,0.017959428257442858,0.002776628721839044,0.0059720908894593415,3.266622025692993e-05,0.11754383577833308,0.002384154482602843,1.0,0.02028310941884641
0.113370689941424,7.493514801975486,0.540418579350718,6.953096222624768,0.017380847397547607,0.0027841476191713616,0.006357865639420212,3.275467787260425e-05,0.11268961977022852,0.0023131769173304,0.9587029300519107,0.019679270308080157
0.120222466333141,8.413392726807956,0.6028090922947936,7.810583634513162,0.01623361903340632,0.002730370179362532,0.007091871674056395,3.212200211014743e-05,0.10559725383493206,0.001511435543543146,0.8983648792444534,0.012858484101143736
0.127304805975883,9.398554299548707,0.665427008459409,8.733127291089298,0.015062017192435797,0.002655195452941675,0.00782855304069893,3.1237593564019705e-05,0.09743301349065,0.001404567631159867,0.8289078950459935,0.011949309139516542
0.134629772869357,10.450418458415868,0.7218514071224477,9.728567051293421,0.013917578396093363,0.0025224528139374805,0.008492369495558209,2.9675915458088004e-05,0.0861008936928923,0.0013061162330397149,0.7325002891284182,0.011111737373475029
0.142210976497938,11.56779886359223,0.7743184841354498,10.793480379456781,0.012788330848276958,0.0023694152813914567,0.009109629225122939,2.787547389872302e-05,0.07588828654669948,0.0011981959359308072,0.6456168972553472,0.010193609286244437
0.150063823498572,12.74504795646115,0.8211488019231429,11.923899154538008,0.011674407356068147,0.0021791713037121567,0.00966057414027227,2.5637309455437138e-05,0.06505815325669863,0.00109251386038939,0.5534799236889532,0.009294522789350505
0.158205829693504,13.981046665912949,0.8625137709171027,13.118532894995846,0.010633004485062571,0.001972617321389562,0.010147220834318856,2.320726260458308e-05,0.054084575238377806,0.000979493247237292,0.4601225992009634,0.008333003944880983
0.166657010396898,15.269339260268538,0.8971263255370694,14.372212934731468,0.009617249326591321,0.0017482748409929196,0.01055442735925964,2.0567939305799053e-05,0.04363090905732633,0.000957886287333578,0.371188406167096,0.008149183502399755
0.189297705370626,18.706248377589382,0.95762136128407,17.748627016305313,0.00723141755675754,0.0011842028607384851,0.01126613366216553,1.3931798361629237e-05,0.022864164567284854,0.0003994781074385393,0.19451606641800112,0.0033985457833100195
