p,channel_entropy,normalized_channel_entropy,posterior_pauli_error,posterior_logical_class,posterior_saved_by_stabilizers,posterior_pauli_error_stderr,posterior_logical_class_stderr,posterior_logical_class_component_norm,posterior_logical_class_component_norm_stderr,posterior_logical_class_component_norm_dp,posterior_logical_class_component_norm_dp_stderr,scaled_posterior_logical_class_component_norm_dp,scaled_posterior_logical_class_component_norm_dp_stderr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02380039455433245,0.2,0.1,0.19294992524320875,7.419706537283117e-05,0.1928757281778359,0.07925872752768992,6.747559864416813e-05,8.729066514450725e-07,7.938305722843309e-07,0.0008842351193206711,0.00014265067884118053,0.005505675574438789,0.0008882121293444983
0.05597963609422489,0.4,0.2,0.7211253699924924,0.0056272019921625996,0.7154981680003298,0.09451979366939878,0.0009117168363395609,6.620237637838353e-05,1.0726080427524246e-05,0.011299211809376139,0.0005656405253566577,0.0703543583714321,0.003521951522080957
0.09427441701626446,0.5999999999999999,0.29999999999999993,2.158361511474645,0.07831193951744887,2.080049571957196,0.09601981359416023,0.0038992379077332938,0.0009213169354993985,4.587338714980345e-05,0.048184127417687024,0.0016456847077032624,0.3000176848924712,0.01024682903953222
0.1156439810257642,0.7,0.35,3.57975451597315,0.19204040956981383,3.387714106403336,0.09126115120056569,0.005879589159498562,0.0022592989361154567,6.917163717057132e-05,0.0787292970200297,0.0031539321420342614,0.49020668612317236,0.019637907133994
0.12461665208165013,0.74,0.37,4.341663005010595,0.2572468721247125,4.084416132885883,0.08879004831124596,0.006583525893239857,0.0030264337897025,7.745324580282184e-05,0.09322074055202591,0.0030406717885233508,0.5804374233435701,0.018932693386821874
0.1385440034395647,0.7999999999999998,0.3999999999999999,5.647231680129423,0.3817968297914003,5.265434850338022,0.08416921120663434,0.007532373868268681,0.0044917274093105915,8.861616315610213e-05,0.11881269415723153,0.0027809169934834605,0.7397853058101711,0.017315334384509006
0.15305022152371073,0.86,0.43,7.302555802519933,0.5457661814449155,6.756789621075018,0.07835920673417826,0.0085626784789598,0.0064207786052343,0.00010073739387011528,0.13731657837511718,0.0028095052362956522,0.8549994396357138,0.01749333861294107
0.16815856769037862,0.9199999999999999,0.45999999999999996,9.266911417762813,0.7279083431003682,8.539003074662444,0.0719036310371342,0.009043677077198876,0.008563627565886685,0.00010639620090822207,0.15019852356589306,0.0028310163941030583,0.935208661638344,0.01762727748681109
0.1838974629981342,0.98,0.49,11.532703996313373,0.9405045780882708,10.592199418225102,0.06454551324246466,0.009539891670884532,0.011064759742214951,0.00011223401965746508,0.16060429049359742,0.0033850174850598687,1.0,0.021076756260100128
0.1947570329033516,1.02,0.51,13.246341220360904,1.0898290146741425,12.156512205686761,0.05959454120743434,0.009527818245305698,0.012821517819695795,0.00011209197935653762,0.1564856238904739,0.0032935245743902133,0.9743551894506348,0.02050707714138877
0.21162640795571236,1.0799999999999998,0.5399999999999999,16.15729593252614,1.302441559848029,14.85485437267811,0.052407923801780165,0.009127952903637335,0.015322841880565046,0.00010738768121926277,0.13802400605799955,0.00252222508670688,0.8594042265857272,0.015704593438663022
0.2292337314028124,1.14,0.57,19.35832032963917,1.492996777786623,17.865323551852548,0.04505658943570397,0.008313889485364713,0.017564667973960273,9.781046453370251e-05,0.11665320852854028,0.002244571378993952,0.7263393037011718,0.013975787147999219
0.24763490171736363,1.1999999999999997,0.5999999999999999,22.903137127445774,1.6580121374949102,21.245124989950863,0.03848556920558787,0.007298215260784637,0.019506025146998944,8.586135600923103e-05,0.09021095174722732,0.0019521821076567145,0.5616970223521123,0.012155230110334689
0.26689751316942645,1.26,0.63,26.73501655327091,1.7795083657498043,24.955508187521104,0.03231019713520607,0.0059754682815229155,0.020935392538232993,7.029962684144606e-05,0.06395139700476017,0.001882416063034648,0.39819233227339984,0.011720832969338959
0.280257818025871,1.3,0.65,29.447070182929252,1.8440575198149727,27.603012663114278,0.028424913491271884,0.005093820896942577,0.021694794350764386,5.9927304669912675e-05,0.05058507260480333,0.0019356794482314832,0.3149671310108613,0.012052476570099167
0.31569385885334156,1.3999999999999997,0.6999999999999998,36.63570991689052,1.9464510475244734,34.68925886936604,0.02020248872345817,0.003096673059257355,0.022899424088523218,3.643144775596888e-05,0.02592746069504492,0.0008939936153435449,0.16143691189917828,0.005566436691049574
0.39773257947203744,1.6,0.8,52.358002205341776,1.9970167401331342,50.36098546520864,0.008679789609061636,0.0006249471304579959,0.023494314589801578,7.352319181858775e-06,0.004243724588992508,0.0002445915578627508,0.02642348206234059,0.0015229453528982874
0.5047854941881471,1.7999999999999998,0.8999999999999999,69.03208131974843,1.99992009998112,67.0321612197673,0.002426434953863468,3.232634476029101e-05,0.023528471764483763,3.803099383563648e-07,0.00022326933122817808,4.735720659186174e-05,0.0013901828558999726,0.0002948688758333618
0.75,2.0,1.0,86.0,2.0,84.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0
