p,posterior_x_error_mcmc,posterior_x_error_mcmc_stderr,posterior_x_error_component_norm_mcmc,posterior_x_class_mcmc,posterior_x_class_mcmc_stderr,posterior_x_class_component_norm_mcmc,posterior_x_degeneracy_gain_mcmc,posterior_x_degeneracy_gain_mcmc_stderr,posterior_x_degeneracy_gain_component_norm_mcmc,mean_affine_dimension,mean_list_size,posterior_x_class_component_norm_mcmc_isotonic,posterior_x_class_component_norm_dp_mcmc,scaled_posterior_x_class_component_norm_dp_mcmc
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.025,0.36651246429175155,0.17636098314268595,0.010779778361522104,0.36172103083204216,0.17372069297660317,0.01063885384800124,0.004791433459709393,0.0027525573766877345,0.0001409245135208645,18.0,2.7,0.01063885384800124,0.2421364736552078,0.467184304746663
0.05,0.47918143886264053,0.15977629587553957,0.014093571731254133,0.4634524981525507,0.15616770918663042,0.013630955828016197,0.015728940710089827,0.007434430824922529,0.0004626159032379361,18.0,3.95,0.012210074615331197,0.18223318260592714,0.3516053630100872
0.07500000000000001,0.36833644959148437,0.1535325779575202,0.010833424987984834,0.36683257568997074,0.1530100023795576,0.010789193402646198,0.0015038739015136304,0.0013213931089405694,4.423158533863619e-05,18.0,2.65,0.012210074615331197,0.20118395866039987,0.3881694749828484
0.1,0.6676747943875945,0.23435515451177977,0.01963749395257631,0.5972337759114684,0.20435159300768077,0.017565699291513776,0.07044101847612602,0.03797618810971307,0.00207179466106253,18.0,9.0,0.017565699291513776,0.28690761930530034,0.5535668981556763
0.125,1.3418678954520722,0.2935959531513791,0.039466702807413885,1.1251360990372696,0.2575472927790193,0.03309223820697852,0.2167317964148026,0.05009734705540468,0.006374464600435371,18.0,20.85,0.03309223820697852,0.3683487475037592,0.7107014937034731
0.15000000000000002,1.4073392263821094,0.2808857389809953,0.0413923301877091,1.187101953113247,0.22933923889552396,0.03491476332686021,0.2202372732688626,0.0625083383821161,0.0064775668608489005,18.0,19.85,0.03491476332686021,0.4471373693038265,0.8627182755701589
0.17500000000000002,2.1990630582993935,0.2763119632655562,0.0646783252440998,1.7875016495871452,0.21666282138605863,0.05257357792903368,0.4115614087122479,0.0855834691057343,0.012104747315066115,18.0,41.8,0.05257357792903368,0.5000547161955996,0.9648183579884496
0.2,2.5916761900465586,0.27979435579261025,0.07622577029548702,2.1264237939934483,0.21619709055291708,0.06254187629392495,0.4652523960531109,0.07656436101970887,0.013683894001562086,18.0,69.45,0.06254187629392495,0.51828897331324,1.0
0.225,4.0724051880294265,0.29465747411434084,0.11977662317733608,2.916384356906479,0.1779679122484785,0.08577601049724938,1.1560208311229485,0.12675083511200366,0.03400061268008672,18.0,119.3,0.08450685735312037,0.4861879372512007,0.9380634400596474
0.25,3.985546509044083,0.2864160227294655,0.11722195614835539,2.8300819431057063,0.17482481143811684,0.08323770420899136,1.1554645659383767,0.12799199545303908,0.03398425193936402,18.0,168.75,0.08450685735312037,0.4187209345738549,0.8078908796710811
0.275,5.296364841981114,0.16780741343419459,0.15577543652885628,3.511231996106254,0.07114457893447187,0.10327152929724276,1.7851328458748597,0.11181955919995523,0.05250390723161352,18.0,273.95,0.10327152929724276,0.3421867484127526,0.6602238635818788
0.30000000000000004,6.178002690459831,0.12533004632071978,0.18170596148411267,3.6846979879931125,0.05001961057980751,0.10837347023509154,2.4933047024667183,0.08413213132000598,0.07333249124902112,18.0,374.95,0.10837347023509154,0.23985069884801496,0.4627740723765227
0.325,6.940511027231047,0.06835616319195895,0.20413267727150136,3.801385868367477,0.019148420549501145,0.11180546671669049,3.1391251588635694,0.058526809612476714,0.09232721055481086,18.0,513.05,0.11180546671669049,0.15408286199590904,0.297291414499736
0.35000000000000003,7.688407233090148,0.06534916942077877,0.2261296245026514,3.8826459320117586,0.01095791673824807,0.11419546858858114,3.805761301078389,0.05855798125454648,0.11193415591407026,18.0,652.5,0.11419546858858114,0.08665724586574287,0.1671987063737309
0.375,8.478191273209555,0.03146245846204715,0.24935856685910457,3.943815533846947,0.004845863294600982,0.1159945745249102,4.534375739362608,0.028286232408676195,0.13336399233419435,18.0,833.4,0.1159945745249102,0.054985266608563954,0.1060899796055131
0.4,9.164364423595469,0.017332372121233217,0.26954013010574907,3.9696379750248254,0.0023113919771702617,0.11675405808896545,5.194726448570643,0.01783030799314753,0.15278607201678363,18.0,1031.25,0.11675405808896545,0.03159006007649726,0.06095066980598307
0.42500000000000004,9.761188104289136,0.012048194800207968,0.2870937677732099,3.9823485528297553,0.0014438679043843343,0.11712789861263986,5.778839551459379,0.012160880134586782,0.16996586916056997,18.0,1221.0,0.11712789861263986,0.016745101511723207,0.0323084271013478
0.45,10.246573583330164,0.006151651541714319,0.3013698112744166,3.990063112153451,0.0009594568763632129,0.11735479741627797,6.256510471176715,0.006174209900520029,0.18401501385813868,18.0,1424.0,0.11735479741627797,0.009478745080573597,0.018288533170943803
0.47500000000000003,10.637455706201681,0.0038930016546728464,0.31286634430004945,3.9928133892888815,0.0007280286190204489,0.11743568792026123,6.644642316912798,0.003984313479359219,0.19543065637978818,18.0,1657.7,0.11743568792026123,0.007469616853152792,0.014412069786864547
0.5,18.0,0.0,0.5294117647058824,4.0,0.0,0.11764705882352941,14.0,0.0,0.4117647058823529,18.0,16.0,0.11764705882352941,0.0,0.0
