p,posterior_x_class_mcmc,posterior_x_class_mcmc_stderr,posterior_x_class_component_norm_mcmc,mean_affine_dimension,mean_list_size,mean_acceptance_rate,logical_00_chain_entropy_mcmc,logical_00_chain_entropy_mcmc_stderr,logical_00_chain_component_norm_mcmc,logical_01_chain_entropy_mcmc,logical_01_chain_entropy_mcmc_stderr,logical_01_chain_component_norm_mcmc,logical_02_chain_entropy_mcmc,logical_02_chain_entropy_mcmc_stderr,logical_02_chain_component_norm_mcmc,logical_03_chain_entropy_mcmc,logical_03_chain_entropy_mcmc_stderr,logical_03_chain_component_norm_mcmc,logical_04_chain_entropy_mcmc,logical_04_chain_entropy_mcmc_stderr,logical_04_chain_component_norm_mcmc,logical_05_chain_entropy_mcmc,logical_05_chain_entropy_mcmc_stderr,logical_05_chain_component_norm_mcmc,logical_07_chain_entropy_mcmc,logical_07_chain_entropy_mcmc_stderr,logical_07_chain_component_norm_mcmc,logical_06_chain_entropy_mcmc,logical_06_chain_entropy_mcmc_stderr,logical_06_chain_component_norm_mcmc,logical_10_chain_entropy_mcmc,logical_10_chain_entropy_mcmc_stderr,logical_10_chain_component_norm_mcmc,logical_09_chain_entropy_mcmc,logical_09_chain_entropy_mcmc_stderr,logical_09_chain_component_norm_mcmc,logical_08_chain_entropy_mcmc,logical_08_chain_entropy_mcmc_stderr,logical_08_chain_component_norm_mcmc,logical_11_chain_entropy_mcmc,logical_11_chain_entropy_mcmc_stderr,logical_11_chain_component_norm_mcmc,posterior_x_class_component_norm_dp_decomp_mcmc,scaled_posterior_x_class_component_norm_dp_decomp_mcmc,logical_00_chain_component_norm_dp_mcmc,scaled_logical_00_chain_component_norm_dp_mcmc,logical_01_chain_component_norm_dp_mcmc,scaled_logical_01_chain_component_norm_dp_mcmc,logical_02_chain_component_norm_dp_mcmc,scaled_logical_02_chain_component_norm_dp_mcmc,logical_03_chain_component_norm_dp_mcmc,scaled_logical_03_chain_component_norm_dp_mcmc,logical_04_chain_component_norm_dp_mcmc,scaled_logical_04_chain_component_norm_dp_mcmc,logical_05_chain_component_norm_dp_mcmc,scaled_logical_05_chain_component_norm_dp_mcmc,logical_07_chain_component_norm_dp_mcmc,scaled_logical_07_chain_component_norm_dp_mcmc,logical_06_chain_component_norm_dp_mcmc,scaled_logical_06_chain_component_norm_dp_mcmc,logical_10_chain_component_norm_dp_mcmc,scaled_logical_10_chain_component_norm_dp_mcmc,logical_09_chain_component_norm_dp_mcmc,scaled_logical_09_chain_component_norm_dp_mcmc,logical_08_chain_component_norm_dp_mcmc,scaled_logical_08_chain_component_norm_dp_mcmc,logical_11_chain_component_norm_dp_mcmc,scaled_logical_11_chain_component_norm_dp_mcmc
0.1,0.9696893033349484,0.1319948292429055,0.006733953495381586,78.0,13.1,0.009561666666666666,0.2526711292017652,0.05167354241459745,0.0017546606194567028,0.17120015127548827,0.04446083106377673,0.0011888899394131129,0.02394346363408901,0.009247695025507735,0.000166274053014507,0.05706726509678575,0.02765318194386127,0.00039630045206101214,0.022975363418848024,0.01338609930301247,0.00015955113485311128,0.009532894242761769,0.008861110773643998,6.62006544636234e-05,0.1446096464317314,0.03972016564138702,0.0010042336557759125,0.06702112613451494,0.028241703976941344,0.00046542448704524266,0.09167067469118977,0.030384080814226028,0.0006366019075777067,0.0660939603728822,0.028283462848146347,0.0004589858359227931,0.036387832670447456,0.022778152727438626,0.0002526932824336629,0.026515796164444612,0.01919756314611636,0.00018413747336419868,0.07816429504085362,0.18952857027623546,0.026666569750538553,0.06465966124749797,0.029969313014265087,0.0726679751258025,0.012933771097209203,0.03136111114483848,0.004152244552825569,0.01006813882378133,0.0019467394696645068,0.004720348954634433,0.0005419539230403169,0.0013141006662408,0.004365552656700898,0.010585356818707215,0.006675653661671109,0.016186765242295773,-0.004226184035765236,-0.010247423297353243,0.0029651509994159876,0.007189738348932028,-0.0036140115314679984,-0.008763060399418368,-0.004212458517244371,-0.010214142399723451
0.11,1.0721209587019773,0.14342154410037597,0.007445284435430398,78.0,15.4,0.008851666666666667,0.23562678633373324,0.04695519126768667,0.001636297127317592,0.23160088934652823,0.05018055689430535,0.0016083395093508905,0.12893617155904316,0.03831559975278903,0.0008953900802711331,0.024905535285606906,0.015383771593742622,0.00017295510615004795,0.015788561903449454,0.008490179968608349,0.00010964279099617677,0.0019190391190932554,0.0011700070983170362,1.3326660549258717e-05,0.12840901945281405,0.03244856236879969,0.0008917293017556531,0.12658283911227947,0.03739118520354089,0.0008790474938352741,0.05994240273827176,0.023720587339989233,0.0004162666856824428,0.06475437554388828,0.02376211820053495,0.0004496831634992242,0.035118996369632546,0.020441101382941824,0.00024388191923355935,0.018536341937636976,0.007733360606752498,0.00012872459678914567,0.0828222956513291,0.200823039132992,0.02617297635839754,0.0634628225903926,0.03198813118209525,0.07756309662336806,0.01982294761008114,0.048065615089802095,0.005348250828442076,0.012968150387123975,0.0011506577008063659,0.0027900527830154046,0.0013011141950568712,0.003154871582048502,0.004423189225616846,0.010725110864932002,0.0024719150574453374,0.005993766417736464,-0.004715775796279473,-0.011434559013741264,0.0018115096000591497,0.004392450854465433,-0.0030718373743664536,-0.0074484257214944985,-0.0038807829360255307,-0.009409913324656752
0.12,1.1185651694093004,0.12005978532369796,0.007767813676453475,78.0,15.4,0.009408333333333335,0.334735014869825,0.054639341207800986,0.0023245487143737846,0.2466826140468909,0.0421283676115444,0.0017130737086589647,0.08622595884394413,0.02576521146160047,0.0005987913808607232,0.06331098444920298,0.02508401791952302,0.00043965961423057625,0.015229825975179074,0.009089568579300857,0.00010576268038318802,0.007771199023716235,0.004391501105564252,5.39666598869183e-05,0.14241476661686758,0.035884216369014676,0.0009889914348393581,0.0789377682144721,0.02969844498895185,0.000548178945933834,0.05958779189525524,0.020016449347608583,0.00041380411038371696,0.031699760356313306,0.00768375716384302,0.00022013722469662017,0.038629729807763205,0.020504983281981963,0.00026826201255391116,0.013339755309870695,0.005994619929514099,9.263718965187983e-05,0.08226885016401798,0.1994810743409973,0.01802580151906359,0.04370799209799929,0.02954406083798289,0.07163684656594665,0.01857554241302435,0.045040974191681654,0.006585622793630862,0.01596846324531009,0.002019363060787289,0.004896442724643269,0.0022122318942803987,0.0053641006782356206,0.004896081892146235,0.01187175551815362,-0.001535543330610165,-0.0037233027163571667,0.00018914709994488957,0.0004586336946519416,0.004222305326582965,0.010238018412354933,-0.0017483379243122415,-0.004239275579488442,-0.0007174254185030667,-0.0017395744921341412
0.13,1.2604222054197285,0.13991468787663894,0.008752931982081448,78.0,18.1,0.01046,0.29169354164387007,0.05066240529762952,0.0020256495947490977,0.2649226114426644,0.0473667684396381,0.001839740357240725,0.1820490099227448,0.03773972367851273,0.0012642292355746166,0.04653186647941904,0.021572590799285998,0.0003231379616626322,0.009979930550924655,0.005227382171021718,6.93050732703101e-05,0.010201980507724487,0.006895050170246578,7.084708685919782e-05,0.20409107636510682,0.042178279697166345,0.0014172991414243528,0.07269834082486168,0.025294397364843547,0.0005048495890615395,0.056427308231205446,0.016511869008017602,0.00039185630716114894,0.06709016981622101,0.018914315719638836,0.00046590395705709036,0.029669446814728925,0.018049412329304015,0.0002060378251022842,0.025066922820257385,0.012967290395681364,0.00017407585291845406,0.0734551859342951,0.17811017629245612,0.013248325454083474,0.03212382559779147,0.02509113904627773,0.06083964177707641,0.009604411000965067,0.023288258205448498,0.008102786513749618,0.019647200072640175,0.0033790273764372335,0.008193283483791192,0.0026427643885963597,0.006408032668699004,0.0015267232495798453,0.0037019162591963454,-0.0014322112642851097,-0.003472748690583112,0.005855697616351598,0.014198580011717817,0.005201773460101184,0.012612979958158107,-0.0017690437811345074,-0.004289482025255239,0.002003792873572593,0.004858688973775404
0.14,1.5164740690426362,0.17048528457848844,0.010531069923907196,78.0,25.42,0.010956666666666665,0.32180584995465117,0.05179442891210174,0.0022347628469073,0.3778338240608412,0.05542007120865429,0.0026238460004225084,0.19253015253211245,0.04049336241001595,0.0013370149481396697,0.09371150169431848,0.026179613228308845,0.0006507743173216562,0.037761274671225295,0.020958219444707993,0.00026223107410573124,0.02475599755920851,0.011736420629288313,0.00017191664971672577,0.09175218208861867,0.023551650681543922,0.0006371679311709629,0.11425745763301555,0.02988636722756813,0.0007934545668959413,0.08429218323370774,0.024199622840978107,0.0005853623835674149,0.09091674914984818,0.028215104915512174,0.0006313663135406124,0.04544164906923217,0.01847768936217074,0.0003155670074252234,0.04141524739585664,0.0153612608182966,0.0002876058846934489,0.06335688936771298,0.153624370983403,0.01992242290554858,0.048306817425445195,0.016367838088418928,0.03968785172039942,-0.0023590766192786417,-0.005720161853827079,0.008427842724135201,0.02043537885403379,0.004191095464073426,0.010162342419667235,0.001747001946310943,0.004236036172027858,0.0032253116652164525,0.007820561911090481,0.0002605012605014657,0.0006316494178345086,0.010434864613807993,0.02530189737203459,0.0031699254300711615,0.007686264352920426,-0.0031665837180655304,-0.007678161549736809,0.0011357456069730197,0.0027538947415134377
0.15,1.329443555372352,0.13715737311622236,0.009232246912308,78.0,27.64,0.010566666666666663,0.3271226772385969,0.053396690218990774,0.002271685258601367,0.3585129281188696,0.04756874663715263,0.0024896731119365945,0.0896991012038066,0.02296212590425129,0.0006229104250264347,0.07304004174861772,0.022767886139645647,0.0005072225121431787,0.0369356871460715,0.015199879369650171,0.00025649782740327427,0.010561765940387846,0.007452599448994821,7.334559680824894e-05,0.1761447698623186,0.03510661341846153,0.0012232275684883236,0.04933523795945586,0.016907956344660184,0.0003426058191628879,0.09139811544829556,0.023243216889225444,0.000634709135057608,0.08545147719143063,0.02370742649452996,0.0005934130360516016,0.018268569846546068,0.0075282065725237705,0.00012686506837879214,0.012973183667955284,0.004963311444643696,9.009155324968947e-05,0.06309851960593817,0.15299788990881263,0.02932735586023176,0.07111139201430708,0.004489854142790644,0.010886756363467233,-0.0015413734975211978,-0.0037374393908904987,0.006286054481309317,0.015242086145578149,0.0035813360295486704,0.008683830603274338,0.00044830918658371547,0.0010870359558735139,0.00872831225238676,0.02116394117358555,0.004321198681884023,0.010477809690843826,0.00928516420803035,0.02251416578641541,-0.00017587551916890603,-0.0004264534808028555,-0.002209327094921168,-0.005357057277291409,0.0005575108747841898,0.0013518223244522835
0.16,1.5631847301444608,0.14058265855671184,0.010855449514892089,78.0,39.5,0.012758333333333333,0.4389342729922289,0.05280033988601355,0.0030481546735571454,0.3054359777824245,0.045811909265657015,0.0021210831790446144,0.13875555011324187,0.0277237371697252,0.0009635802091197352,0.1100214441169237,0.02856105293963177,0.0007640378063675257,0.023202605138764744,0.007093437141834909,0.00016112920235253293,0.026778296481605946,0.009403992171265632,0.00018596039223337462,0.1900359812983285,0.04046427571612716,0.0013196943145717256,0.1137540336328064,0.030314461462065193,0.0007899585668944888,0.13113014881007082,0.03239088210875582,0.0009106260334032696,0.041095747576550885,0.012991929834201426,0.00028538713594827,0.010611232386676358,0.0042282285753529126,7.36891137963636e-05,0.03342943981483826,0.01234726172580191,0.00023214888760304345,0.08281038196346412,0.2007941514646955,0.031043476562711808,0.07527254901050968,0.001944592483936716,0.004715143059344532,0.010740116340201857,0.026042055307925187,0.005647675654757833,0.013694179569721663,0.003606568181742971,0.008745012166133425,0.0008779851629671413,0.00212889110781255,0.010585963794550457,0.025668274522638482,0.007266115216599834,0.017618484600222986,0.004059769451899324,0.00984391018261542,0.003949558862185527,0.009576677484017686,0.0011331466985235147,0.0027475930483624143,0.0019554135533871144,0.004741381405391431
0.17,1.6870497097375377,0.13699225266048354,0.011715622984288456,78.0,37.16,0.013743333333333337,0.47275920061129134,0.05159594778604774,0.0032830500042450787,0.3511678917748703,0.04723172639236907,0.0024386659151032658,0.14742954048662416,0.026099704008822732,0.0010238162533793343,0.0969179488213534,0.023725007971866878,0.0006730413112593987,0.05456468481476784,0.01974814680478223,0.00037892142232477666,0.008467563786367179,0.004287367253511767,5.880252629421652e-05,0.17265928145787704,0.03903792172638935,0.001199022787901924,0.11042870667862235,0.026568952745739366,0.0007668660186015441,0.1173877652643639,0.03242362969164633,0.0008151928143358604,0.09140425350043867,0.02767056828342167,0.000634751760419713,0.03187989517591393,0.013586985550215295,0.00022138816094384673,0.031982977365047495,0.01705181895318186,0.0002221040094794965,0.10786222737843111,0.2615385161621361,0.021017587286129492,0.05096231299615907,0.007880048149866412,0.019107116091451735,0.02354064298466717,0.05708008248440459,0.006038580116109898,0.014642023641441826,0.0048962537090093,0.011872172130423825,0.002512477835859806,0.0060921208568740235,0.01326322111781664,0.032159943800471956,0.007581144781646749,0.018382351312343646,0.0009102163502002192,0.0022070435536498483,0.011916162352413148,0.02889366830023805,0.004363333302882839,0.010579975449172009,0.003942559391829422,0.00955970554550548
0.18,1.8074024667559567,0.14696451368997102,0.012551406019138588,78.0,53.24,0.014379999999999999,0.4985119147570351,0.05530727659463262,0.003461888296923855,0.33536476532044673,0.04532044975652274,0.0023289219813919914,0.22306170149817917,0.03632645989587764,0.0015490395937373554,0.09285346707566224,0.020724073764625515,0.0006448157435809878,0.04800588639831556,0.013188364790469805,0.0003333742110994136,0.018815608737886222,0.007535114875072964,0.00013066394956865433,0.2349486115937702,0.03910656887145254,0.001631587580512293,0.11648935434180478,0.02887388453108401,0.0008089538495958666,0.08466240294835932,0.01877947886007354,0.0005879333538080508,0.07815490267761466,0.022091188625330473,0.0005427423797056574,0.04660390815014865,0.02122521321019493,0.00032363825104269895,0.029929943256734193,0.00997427349837904,0.00020784682817176524,0.12569022668602206,0.3047668881174821,0.011531055883110004,0.027959882887179502,0.01961188814057469,0.0475538494623131,0.02606668612489838,0.06320509576027286,0.009113336894952423,0.022097528177580768,0.007576561407466459,0.018371237793633123,0.004780540840608715,0.011591597802988742,0.01275340616585339,0.030923771979302964,0.007556085015419242,0.01832158774168682,0.0030978108546517893,0.00751140481675794,0.013764434588925824,0.03337525921440696,0.004699329592449132,0.011394681144993046,0.005139091177112028,0.01246099133636633
0.19,2.1097982017557104,0.17055908148806814,0.014651376401081322,78.0,68.3,0.016278333333333332,0.451655277799204,0.04950944865319753,0.0031364949847166946,0.4149546387950924,0.05059541954938311,0.0028816294360770305,0.2839088489630093,0.03859659223994979,0.0019715892289097867,0.14687987454258394,0.025813935039868632,0.001019999128767944,0.047714959030129546,0.014116645629054859,0.0003313538821536774,0.04902853788251881,0.017319269932680296,0.00034047595751749175,0.19905737571843296,0.03015237543400557,0.0013823428869335621,0.1343853163832191,0.03362049701524069,0.0009332313637723549,0.10893679336299662,0.02426961457872795,0.0007565055094652544,0.18308087585052138,0.034484337921390745,0.0012713949711841762,0.02949344041988998,0.010863098994040388,0.0002048155584714582,0.0607022630081124,0.022105057532352562,0.0004215434931118917,0.12638752105386866,0.3064576499228635,0.013867881586653977,0.033626091919653496,0.029278302586509628,0.07099245027970735,0.01982501967509206,0.04807063932137527,0.010996332468488272,0.026663314368093976,0.011072533175899872,0.026848081736906167,0.005620970370367737,0.013629426035302532,0.010545967404763991,0.02557129343212295,0.005950620450814898,0.01442874378525398,0.006062475787940731,0.014699964578739615,0.004864919969702389,0.011796195767953684,0.005327434861031956,0.012917676951137701,0.0029750627166031485,0.007213771746616778
0.2,2.2631182367018647,0.1304227360116126,0.01571609886598517,78.0,69.7,0.017189999999999997,0.4983612277603011,0.045709773807362186,0.0034608418594465357,0.4093436756768894,0.045686395175890265,0.0028426644144228432,0.24567182040640526,0.03704390075566499,0.0017060543083778142,0.13688778679847804,0.027913324474578192,0.0009506096305449864,0.093507064521529,0.019195527317096558,0.0006493546147328403,0.028871254667872093,0.008653744493367194,0.0002004948240824451,0.2998844011593125,0.045219403551747056,0.0020825305636063365,0.13518993210777647,0.03203057414371139,0.0009388189729706699,0.16574312692491908,0.032769696599768416,0.0011509939369786046,0.13040656980408902,0.027675919307553882,0.0009056011791950627,0.06410415560632289,0.019208511272758213,0.0004451677472661312,0.05514722126796949,0.019073578474060236,0.00038296681436089924,0.09917810238139624,0.24048171786403988,0.019460040166094515,0.047185656677007116,0.02905754275152219,0.0704571637287608,0.013503128454437598,0.032741658181504686,0.010032311745942192,0.02432580887194223,0.011906559028994923,0.02887038267914462,0.00641357899107212,0.015551300704449168,0.003266510884447454,0.007920459557621646,0.0036554148767126296,0.008863452999706862,0.004172274263474396,0.01011670578674485,-0.007091757948310143,-0.01719571249233225,0.0048537577071677915,0.011769130115303396,-5.125854015944521e-05,-0.00012428894581328976
0.21,2.3419702339228943,0.13605770668582448,0.016263682180020098,78.0,89.04,0.01881,0.5493615818168379,0.04840449712211096,0.0038150109848391523,0.5314641788931923,0.043828686702750974,0.0036907234645360575,0.2785564480220748,0.032998278563815965,0.001934419777931075,0.15560119726021515,0.023524558942492137,0.0010805638698626052,0.10641069163135061,0.024657039341311898,0.0007389631363288237,0.04916551996413002,0.014763804545801678,0.0003414272219731251,0.23422002943815806,0.036514239138826086,0.001626527982209431,0.15440394519998907,0.03435156066504032,0.0010722496194443686,0.11936936037390908,0.02043554143529264,0.0008289538914854797,0.0802507325811476,0.01977353957255569,0.0005572967540357471,0.037862255955582354,0.014613280352477198,0.00026293233302487743,0.04530429278630709,0.014888307817670091,0.0003146131443493548,0.07284939929566042,0.1766412974974402,0.01853335818551828,0.044938688150168014,0.022137701177089356,0.053678304795089976,0.010538104538228744,0.025552227977084695,0.010361310473434911,0.025123547256351703,0.012108433506073222,0.02935987703198072,0.00743271851863288,0.018022455308602296,-0.0038705708806229793,-0.0093851516830528,0.0005742991508599081,0.0013925296315465338,4.978355775235447e-05,0.00012071248796060399,-0.00732973334524126,-0.017772742410118888,0.004296991958915304,0.010419114533509697,-0.0019829975449803163,-0.004808265581682393
0.22,2.6178766875982107,0.1707481460095251,0.018179699219432018,78.0,120.96,0.022681666666666666,0.6454863753006745,0.04901486563701481,0.004482544272921351,0.5557791858752242,0.045637172347680825,0.003859577679689057,0.34514600720427396,0.03703973587457373,0.0023968472722519026,0.18961124537678484,0.02978823945477226,0.0013167447595610058,0.11550829517849732,0.01852862310211127,0.0008021409387395647,0.07096664426604007,0.012547640009157797,0.0004928239185141672,0.2103943813381651,0.03111568426727763,0.0014610720926261464,0.14264248314325167,0.029453626600942345,0.0009905727996059144,0.12214488306128603,0.021705349246067086,0.0008482283545922641,0.08499818077687134,0.018853402197062205,0.0005902651442838288,0.10173312751293975,0.0262442179010782,0.0007064800521731927,0.033465878564202384,0.014310574467041693,0.00023240193447362766,0.05562149443091297,0.1348680022075128,0.012019800669307345,0.02914496490588806,0.010046612395346233,0.024360484315943266,0.008187640323169137,0.01985294901687831,0.012281931650134345,0.029780565981740944,0.012815077231831541,0.03107330865658178,0.007134333432074981,0.01729894723093702,-0.004226270069250001,-0.010247631906710686,-0.0005835961622268073,-0.001415072523685321,-0.0009782533404630788,-0.0023720159810692756,-0.0015947648045472043,-0.003866899754865247,0.0019336209357312879,0.0046885398405218616,-0.0014146378301948084,-0.003430137574647919
0.23,2.1724536174444538,0.17316073270720567,0.015086483454475373,78.0,128.68,0.023445,0.48780191259391437,0.048322388203812426,0.003387513281902183,0.4304914785885688,0.04293406665790763,0.0029895241568650612,0.2639668204953256,0.040898353965220326,0.0018331029201064278,0.14599726723866746,0.028937909687354827,0.001013869911379635,0.11078641208351085,0.027093602432159563,0.0007693500839132698,0.07013149601542615,0.02266666550629204,0.0004870242778849038,0.23611039665451664,0.031431195860931765,0.0016396555323230323,0.11283354504657972,0.02335928161518661,0.0007835662850456925,0.12970301992594335,0.023978939969191673,0.0009007154161523844,0.09955961782047475,0.0223224273133808,0.000691386234864408,0.030693225148737065,0.009215353279350429,0.00021314739686622961,0.054378425832789165,0.020932041317947032,0.000377627957172147,0.07654742461711114,0.1856080700072357,0.014005111821880127,0.03395884039857843,0.01095468908220388,0.02656233972922828,0.013022422350302373,0.031576067925849084,0.01695713078700513,0.04111673689845792,0.015644244167302312,0.037933320175553675,0.0065716427069661435,0.01593456508456397,-0.0023833942407340655,-0.0057791259118353585,6.629591758567852e-05,0.0001607507682196524,-0.00021497882229148783,-0.0005212690629049857,0.0023594436033784125,0.005721051697095125,-8.947746988257005e-05,-0.00021696014695603424,-0.0003457052866047768,-0.0008382475486140329
0.24,2.8608311633292924,0.17577549830879852,0.01986688307867564,78.0,188.1,0.029688333333333334,0.6123529942555009,0.047127684391363805,0.004252451348996534,0.5852292798469775,0.04653765382918726,0.0040640922211595655,0.3371450544686975,0.03265737399443458,0.002341285100477066,0.25773693199831393,0.03291871689007593,0.0017898398055438468,0.19171111545503397,0.026993136010171406,0.001331327190659958,0.0850749772786996,0.014956920282275707,0.0005907984533243028,0.23949741213815146,0.03477315660866431,0.0016631764731816073,0.15957362893442129,0.027511994151885207,0.0011081502009334812,0.13161682736667404,0.021426935236158365,0.0009140057456019031,0.14602750848349036,0.029901686063676308,0.0010140799200242386,0.08032442645430617,0.01863116627269251,0.0005578085170437928,0.03454100664902533,0.008307396067734684,0.00023986810172934258,0.10398055062517798,0.2521264355576344,0.025799398803999462,0.06255699186889305,0.01555754539964618,0.03772309767600974,0.02353748696505803,0.05707242993813686,0.01748441223941766,0.0423952605486321,0.01622988874940151,0.039353359597354524,0.005616445844585908,0.013618455209017206,0.0014158098402346714,0.0034329794014319836,4.7448892825581896e-05,0.00011505151826319922,0.00018183354663596648,0.0004409001847219314,-0.0011715874590606712,-0.0028408021329083756,0.0002486285522057512,0.0006028611145891783,-0.0009667607497720811,-0.002344149366507009
0.25,2.695114717106991,0.16116404830241118,0.018716074424354103,78.0,274.6,0.03678666666666667,0.6583443166030962,0.04812510745832085,0.004571835531965946,0.5255370243515339,0.04322645233262456,0.0036495626691078744,0.3423652730684661,0.034950764392740044,0.0023775366185310146,0.24273711255748828,0.03293511227467181,0.0016856743927603354,0.17472221810787184,0.028205070014595445,0.001213348736860221,0.07961106311765484,0.014017944422792486,0.0005528546049837141,0.20650569913307856,0.030753670185130633,0.0014340673550908233,0.15363191051182834,0.023042342509071983,0.0010668882674432524,0.13116574679061568,0.024053665977564018,0.0009108732416014978,0.07188492427920068,0.013320037174110922,0.0004992008630500047,0.061510414991768764,0.01659525309458432,0.0004271556596650609,0.04709901359438755,0.017720514152520465,0.00032707648329435797,0.12234284125902646,0.29665032832748606,0.031519284491666515,0.07642626243495429,0.019709159841118762,0.04778970863973957,0.03418708886313095,0.08289501070468633,0.016756669526232115,0.040630669236359475,0.014409211259744635,0.034938678938257715,0.00659020991936278,0.015979585860580826,0.00586036277647496,0.014209891840575589,-0.0005837822908606478,-0.0014155238383660306,-0.0014770530133190415,-0.003581478547081464,-0.002606915572485259,-0.006321108391315304,-0.0005693169040168353,-0.001380448947898874,-0.001452077638022472,-0.0035209196030060756
0.26,3.055029564947016,0.15301396649150953,0.021215483089909833,78.0,312.96,0.04127166666666666,0.7096750187012622,0.041592446538351716,0.004928298740980987,0.6462433378274203,0.03611148124640728,0.004487800957134863,0.4715972631046116,0.036688317948093005,0.003274980993782025,0.26589341296004426,0.028215465174449995,0.0018464820344447517,0.2099771798318878,0.026461144250736524,0.0014581748599436653,0.11010048130006558,0.016648587876504303,0.0007645866756948999,0.2353294214496719,0.026935539148910788,0.0016342320934004994,0.10459010008557826,0.01854150183697543,0.0007263201394831823,0.11763421440693456,0.021433095557991055,0.0008169042667148233,0.08623630919431237,0.018127877470812254,0.0005988632582938359,0.05730598363185986,0.014081483438118938,0.00039795821966569347,0.04044684245336744,0.010115968403167478,0.0002808808503706072,0.12879533227129566,0.3122959808039327,0.024982883984335312,0.060577150736833694,0.01903526257607504,0.046155678868345276,0.03462970320885745,0.08396823811734896,0.018270114714491414,0.04430038956803152,0.01316696365554571,0.031926543893352054,0.008633218989252693,0.020933364153793058,0.009804498359902278,0.023773419250525372,0.0016480305920398397,0.003996055765839829,-0.0009621941742782071,-0.002333076580346012,0.0015509666396920205,0.0037607003250439046,-0.000700602202321742,-0.0016987824641547678,-0.001263514072296132,-0.0030637008306801288
0.27,3.11751815210481,0.16876714658862435,0.021649431611838958,78.0,402.9,0.04908833333333334,0.748619903996963,0.036876192507037005,0.005198749333312243,0.5636963602216958,0.041552282302649346,0.003914558057095109,0.4789486932094216,0.03964482754434988,0.0033260325917320948,0.26275313670175826,0.03112572002162911,0.0018246745604288768,0.21028002666033352,0.025373537788130146,0.0014602779629189827,0.09751698798328814,0.014383486117726066,0.000677201305439501,0.2802571353169032,0.030721082804655814,0.0019462301063673834,0.1501418556868767,0.023497171407645373,0.0010426517756033104,0.1301783694820715,0.02175888234663305,0.0009040164547366077,0.10275631588995975,0.01562796105096119,0.0007135855270136094,0.0715266161048505,0.014235998870546582,0.0004967126118392396,0.0208427508506884,0.005793815511565188,0.00014474132535200276,0.13962951358884018,0.3385661197996786,0.013575027598528494,0.032915995351391655,0.020821718616223533,0.05048738120089652,0.027592988278926943,0.06690599096966965,0.024914916706151185,0.06041234734350594,0.015862722411295684,0.03846307444761465,0.012342165735552028,0.029926618345996813,0.011230436235610349,0.027230956566565004,0.005142981095372047,0.012470423400532294,0.002224268717185374,0.005393286917741214,0.005623347998522046,0.013635191179918743,-0.0015244077610252456,-0.0036963017873327545,0.0018233479564977726,0.0044211558631789384
0.28,3.510477260476009,0.1738217739309398,0.024378314308861174,78.0,525.28,0.06269666666666666,0.7461861976270499,0.03853632350760965,0.005181848594632291,0.6782027297298814,0.03821239836262921,0.0047097411786797315,0.5324071878366078,0.03680727383883114,0.003697272137754221,0.37411941864707793,0.03723758711193102,0.0025980515183824855,0.2534756931237246,0.02744862660206298,0.001760247868914754,0.1369628933974673,0.021841944724438504,0.0009511312041490785,0.28233748855658203,0.03075835751868107,0.001960677003865153,0.1628612825812352,0.0195677645308667,0.0011309811290363555,0.110874195763279,0.017646878427807915,0.0007699596928005487,0.13061593157743853,0.02043967132124679,0.0009070550803988787,0.051346537093488326,0.009011352380948275,0.0003565731742603356,0.05108770454217752,0.013582662479371043,0.0003547757259873439,0.16568173813297243,0.40173614989825635,0.011297448081731757,0.027393443279716108,0.026285573806632368,0.06373584281490234,0.02350173747581652,0.05698574650319374,0.03047348923325223,0.07389047445112704,0.02096156938928996,0.05082648381875359,0.016691043141605365,0.04047154191557694,0.010834460125973878,0.026270815035400154,0.007333729507553792,0.017782432089137806,0.007337593000435014,0.01779180007846935,0.005198163961957729,0.012604227841578712,0.0005642645004531042,0.0013681981520157662,0.0052026659082706995,0.012615143918384773
0.29,3.366729565627365,0.1914508194937336,0.023380066427967812,78.0,616.74,0.070795,0.6871406839370543,0.038933048139598414,0.004771810305118433,0.6616199130543025,0.04347558513741393,0.004594582729543767,0.4978776206511799,0.03962453461990588,0.003457483476744305,0.34676161905221753,0.037299929493368446,0.002408066798973733,0.25742933759295106,0.028179966029219405,0.0017877037332843823,0.15431685024805403,0.019775579869443054,0.001071644793389264,0.25705996893867356,0.0313915622948036,0.001785138673185233,0.15595530034852784,0.021906651887401613,0.0010830229190869989,0.14822296475253022,0.022889252538572675,0.0010293261441147931,0.10884104371187739,0.020659632586365804,0.0007558405813324819,0.0504569925600294,0.009724482895249636,0.0003503957816668708,0.04104727077996758,0.007623410555996713,0.0002850504915275526,0.19409815984231477,0.4706387578744853,0.019842652183933766,0.04811339367858408,0.026583924438788938,0.06445926734939204,0.02521036048791403,0.06112872350381353,0.030065904444042852,0.07290218481933519,0.02397974516451553,0.058144793786519454,0.02018960682741515,0.04895467060042363,0.013572334366284609,0.0329094649469872,0.009218743963930279,0.022353113557963718,0.011437357782675857,0.02773268878271529,0.0031951488545135963,0.007747424753197134,0.003159243030793184,0.007660362246834562,0.00764313829750701,0.018532669848719513
