p,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_stderr,exact_x_class_stderr,runs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
0.1,0.0,0.0,1.9999999999999995e-05,0.0,0.012499999999999997,0.0,0.0004999999999999999,0.0,0.0,9.999999999999997e-06,0.0,0.0,400
0.2,0.0025,4e-06,0.0002000000000000001,4e-06,0.12500000000000006,0.0001,0.005000000000000002,0.0001,2e-06,0.00010000000000000005,2e-06,0.0025,400
0.3,0.025,4e-05,0.0008666666666666671,1.2505637826340926e-05,0.5416666666666667,0.001,0.02166666666666667,0.00031264094565852316,2e-05,0.00043333333333333353,6.252818913170463e-06,0.007816023641463079,400
0.35,0.06,9.6e-05,0.005386666666666659,1.984804429044304e-05,3.366666666666663,0.0024,0.1346666666666665,0.000496201107261076,4.8e-05,0.0026933333333333297,9.92402214522152e-06,0.0124050276815269,400
0.375,0.1775,0.00028399999999999996,0.0048799999999999955,3.40773114827848e-05,3.0499999999999976,0.0070999999999999995,0.12199999999999991,0.00085193278706962,0.00014199999999999998,0.0024399999999999977,1.70386557413924e-05,0.0212983196767405,400
0.4,0.2125,0.00033999999999999997,0.011413333333333343,3.5583218144707404e-05,7.133333333333338,0.0085,0.28533333333333355,0.0008895804536176851,0.00016999999999999999,0.0057066666666666715,1.7791609072353702e-05,0.02223951134044213,400
0.45,1.1425,0.0018280000000000002,0.14350285714285743,0.00016967620645686886,89.68928571428592,0.045700000000000005,3.5875714285714357,0.004241905161421721,0.0009140000000000001,0.07175142857142872,8.483810322843443e-05,0.10604762903554303,400
0.47,3.505,0.005608,0.2807714285714284,0.0003850643145187431,175.48214285714278,0.1402,7.0192857142857115,0.009626607862968577,0.002804,0.1403857142857142,0.00019253215725937155,0.24066519657421442,400
0.485,6.7825,0.010851999999999999,0.5495999999999998,0.0005404251922987843,343.4999999999998,0.2713,13.739999999999984,0.013510629807469608,0.005425999999999999,0.2747999999999999,0.00027021259614939215,0.3377657451867402,400
0.4925,9.8275,0.015724000000000002,0.46839999999999815,0.000610407284222247,292.7499999999991,0.3931,11.709999999999965,0.015260182105556176,0.007862000000000001,0.23419999999999908,0.0003052036421111235,0.38150455263890437,400
0.495,10.465,0.016744,0.7639999999999985,0.0006211446786212119,477.4999999999993,0.41859999999999997,19.09999999999998,0.015528616965530297,0.008372,0.38199999999999923,0.00031057233931060593,0.38821542413825744,400
0.4975,12.215,0.019544,0.7279999999999993,0.0006557401527050743,454.99999999999955,0.4886,18.200000000000003,0.01639350381762686,0.009772,0.36399999999999966,0.00032787007635253716,0.40983759544067144,400
0.5,12.74,0.020384,0.19199999999999884,0.0006129491223310593,119.99999999999909,0.5096,4.7999999999999545,0.015323728058276484,0.010192,0.09599999999999942,0.0003064745611655297,0.3830932014569121,400
0.5025,12.815,0.020503999999999998,0.5215999999999781,0.0006566543591330382,325.99999999998636,0.5126,13.039999999999438,0.016416358978325954,0.010251999999999999,0.26079999999998904,0.0003283271795665191,0.4104089744581489,400
0.505,14.37,0.022992,0.8439999999999923,0.0006402410573595089,527.4999999999959,0.5748,21.099999999999838,0.016006026433987724,0.011496,0.42199999999999616,0.00032012052867975445,0.4001506608496931,400
0.5075,15.4525,0.024724,0.6500000000000108,0.0006041473703598997,406.2500000000067,0.6181,16.25000000000026,0.015103684258997494,0.012362,0.3250000000000054,0.00030207368517994987,0.37759210647493735,400
0.515,17.8975,0.028636,0.4622222222222192,0.0005559437414064687,288.8888888888869,0.7159,11.555555555555472,0.013898593535161718,0.014318,0.2311111111111096,0.00027797187070323435,0.34746483837904296,400
0.53,21.1175,0.033788,0.29526666666666646,0.00040423775232034236,184.54166666666652,0.8447,7.381666666666664,0.01010594380800856,0.016894,0.14763333333333323,0.00020211887616017118,0.252648595200214,400
0.55,24.005,0.038408,0.17174285714285695,0.00016049997072119286,107.33928571428555,0.9601999999999999,4.293571428571424,0.0040124992680298215,0.019204,0.08587142857142847,8.024998536059643e-05,0.10031248170074554,400
0.6,24.7425,0.039588,0.011919999999999709,3.933838801895452e-05,7.449999999999932,0.9897,0.2979999999999947,0.000983459700473863,0.019794,0.005959999999999854,1.966919400947726e-05,0.024586492511846577,400
0.625,24.8375,0.03974,0.006320000000000103,3.2644511949192967e-05,3.9499999999999886,0.9934999999999999,0.15800000000000125,0.0008161127987298242,0.01987,0.0031600000000000517,1.6322255974596483e-05,0.020402819968245604,400
0.65,24.94,0.039904,0.004720000000000335,1.9848044290443038e-05,2.9500000000001023,0.9976,0.11800000000000743,0.0004962011072610759,0.019952,0.0023600000000001675,9.924022145221519e-06,0.012405027681526898,400
