p,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_stderr,exact_x_class_stderr,runs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.35,0.0,0.0,1.3333333333333316e-05,0.0,0.13333333333333316,0.0,0.00033333333333333294,0.0,0.0,6.666666666666658e-06,0.0,0.0,200
0.375,0.005,5e-07,0.0,5e-07,0.0,1.25e-05,0.0,1.25e-05,2.5e-07,0.0,2.5e-07,0.005,200
0.4,0.0,0.0,6.666666666666702e-06,0.0,0.06666666666666701,0.0,0.0001666666666666675,0.0,0.0,3.333333333333351e-06,0.0,0.0,200
0.45,0.03,3e-06,0.010910000000000027,1.2092607484694707e-06,109.10000000000026,7.5e-05,0.27275000000000066,3.0231518711736767e-05,1.5e-06,0.005455000000000014,6.046303742347353e-07,0.012092607484694706,200
0.47,3.08,0.000308,0.27223095238095185,7.635660847818908e-05,2722.309523809519,0.0077,6.805773809523797,0.001908915211954727,0.000154,0.13611547619047593,3.817830423909454e-05,0.7635660847818908,200
0.485,72.825,0.0072825,0.719166666666666,0.0002891995863651413,7191.666666666659,0.18206250000000002,17.979166666666643,0.007229989659128533,0.00364125,0.359583333333333,0.00014459979318257065,2.891995863651413,200
0.4925,136.295,0.0136295,1.002066666666666,0.0002991342596166175,10020.666666666657,0.34073749999999997,25.051666666666648,0.007478356490415438,0.00681475,0.501033333333333,0.00014956712980830874,2.991342596166175,200
0.495,162.645,0.0162645,0.8308999999999997,0.0003119253691664855,8308.999999999996,0.40661250000000004,20.77249999999998,0.007798134229162137,0.00813225,0.4154499999999999,0.00015596268458324274,3.1192536916648548,200
0.4975,177.84,0.017784,0.7011999999999987,0.00030950555478409595,7011.999999999996,0.4446,17.529999999999987,0.007737638869602399,0.008892,0.35059999999999936,0.00015475277739204798,3.0950555478409596,200
0.5,197.705,0.0197705,0.8361000000000103,0.000317254077196003,8361.000000000102,0.49426250000000005,20.902500000000245,0.007931351929900075,0.00988525,0.41805000000000514,0.0001586270385980015,3.1725407719600303,200
0.5025,219.645,0.0219645,0.9230999999999976,0.00029614346779489826,9230.99999999997,0.5491125,23.077499999999915,0.007403586694872456,0.01098225,0.4615499999999988,0.00014807173389744913,2.9614346779489824,200
0.505,243.86,0.024386,0.8969999999999958,0.00031493641377842936,8969.999999999956,0.60965,22.424999999999898,0.007873410344460733,0.012193,0.4484999999999979,0.00015746820688921468,3.1493641377842936,200
0.5075,264.495,0.0264495,0.8466166666666766,0.000331046761867132,8466.166666666766,0.6612375,21.165416666666932,0.008276169046678298,0.01322475,0.4233083333333383,0.000165523380933566,3.3104676186713196,200
0.515,332.765,0.0332765,0.7500333333333273,0.00029531516041315795,7500.333333333272,0.8319124999999999,18.75083333333318,0.007382879010328949,0.01663825,0.37501666666666367,0.00014765758020657898,2.9531516041315795,200
0.53,397.2,0.03972,0.2514345238095237,8.299663975761475e-05,2514.3452380952385,0.993,6.285863095238096,0.002074915993940369,0.01986,0.12571726190476185,4.1498319878807376e-05,0.8299663975761475,200
0.55,399.985,0.0399985,0.009955000000000103,8.616625276509295e-07,99.550000000002,0.9999625000000001,0.2488750000000035,2.154156319127324e-05,0.01999925,0.004977500000000051,4.3083126382546476e-07,0.008616625276509296,200
0.6,400.0,0.04,9.999999999843467e-06,0.0,0.09999999999854481,1.0,0.0002499999999940883,0.0,0.02,4.999999999921734e-06,0.0,0.0,200
0.625,400.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,200
0.65,400.0,0.04,1.6653345369377348e-16,0.0,1.8189894035458565e-12,1.0,3.552713678800501e-15,0.0,0.02,8.326672684688674e-17,0.0,0.0,200
0.7,400.0,0.04,0.0,0.0,4.547473508864641e-13,1.0,4.440892098500626e-16,0.0,0.02,0.0,0.0,0.0,200
0.8,400.0,0.04,-2.7755575615628914e-17,0.0,-4.547473508864641e-13,1.0,0.0,0.0,0.02,-1.3877787807814457e-17,0.0,0.0,200
0.9,400.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,200
1.0,400.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,200
