p,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_stderr,exact_x_class_stderr,runs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
0.4,0.0,0.0,1.8454440599769336e-05,0.0,0.13333333333333347,0.0,0.0004613610149942335,0.0,0.0,9.227220299884668e-06,0.0,0.0,200
0.45,0.02,2.768166089965398e-06,0.012027681660899682,1.373610639462519e-06,86.9000000000002,6.920415224913495e-05,0.300692041522492,3.4340265986562975e-05,1.384083044982699e-06,0.006013840830449841,6.868053197312595e-07,0.0099243368701167,200
0.47,2.45,0.00033910034602076125,0.2765628604382924,7.04432547789385e-05,1998.1666666666626,0.008477508650519031,6.914071510957311,0.0017610813694734623,0.00016955017301038063,0.1382814302191462,3.522162738946925e-05,0.5089525157778306,200
0.485,53.535,0.007409688581314878,0.6881199538638978,0.0003230070056890249,4971.6666666666615,0.18524221453287196,17.202998846597445,0.008075175142225622,0.003704844290657439,0.3440599769319489,0.00016150350284451244,2.3337256161032047,200
0.4925,96.695,0.013383391003460208,0.7052825836216825,0.0003799006428205906,5095.666666666661,0.3345847750865052,17.632064590542058,0.009497516070514765,0.006691695501730104,0.35264129181084125,0.0001899503214102953,2.744782144378767,200
0.495,108.885,0.015070588235294119,0.84955017301038,0.0003760151792665025,6137.999999999996,0.37676470588235295,21.238754325259507,0.009400379481662563,0.007535294117647059,0.42477508650519,0.00018800758963325126,2.7167096702004807,200
0.4975,127.385,0.017631141868512112,0.9653979238754307,0.0003672881104915428,6974.999999999993,0.4407785467128028,24.134948096885793,0.00918220276228857,0.008815570934256056,0.48269896193771533,0.0001836440552457714,2.6536565983013967,200
0.5,143.76,0.019897577854671278,0.9101730103806318,0.0003367837209619289,6576.0000000000655,0.497439446366782,22.75432525951578,0.008419593024048223,0.009948788927335639,0.4550865051903159,0.00016839186048096444,2.4332623839499363,200
0.5025,160.265,0.022182006920415224,1.0858131487889193,0.0003787437464667835,7844.999999999942,0.5545501730103806,27.14532871972297,0.009468593661669586,0.011091003460207612,0.5429065743944597,0.00018937187323339174,2.7364235682225106,200
0.505,182.985,0.02532664359861592,0.9177854671280112,0.0003518658853603586,6630.999999999887,0.6331660899653979,22.944636678200325,0.008796647134008965,0.01266332179930796,0.4588927335640056,0.0001759329426801793,2.5422310217285906,200
0.5075,193.42,0.02677093425605536,0.6275432525951594,0.00036880081847827823,4534.0000000000355,0.6692733564013841,15.688581314879038,0.009220020461956956,0.01338546712802768,0.3137716262975797,0.00018440040923913911,2.6645859135055603,200
0.515,235.525,0.032598615916955016,0.6724029219530903,0.0003386034487314942,4858.1111111110795,0.8149653979238755,16.810073048827256,0.008465086218287355,0.016299307958477508,0.33620146097654513,0.0001693017243657471,2.4464099170850457,200
0.53,285.72,0.03954602076124568,0.27431702092601773,0.00010228539392745538,1981.9404761904752,0.988650519031142,6.857925523150438,0.0025571348481863844,0.01977301038062284,0.13715851046300886,5.114269696372769e-05,0.7390119711258651,200
0.55,288.975,0.03999653979238755,0.01610973801285226,1.5318206596468174e-06,116.39285714285711,0.9999134948096886,0.4027434503213012,3.8295516491170435e-05,0.019998269896193775,0.00805486900642613,7.659103298234087e-07,0.011067404265948256,200
0.6,289.0,0.04,2.3068050749586178e-05,0.0,0.16666666666515084,1.0,0.0005767012687378781,0.0,0.02,1.1534025374793089e-05,0.0,0.0,200
0.625,289.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,200
0.65,289.0,0.04,1.6653345369377348e-16,0.0,1.5916157281026244e-12,1.0,3.552713678800501e-15,0.0,0.02,8.326672684688674e-17,0.0,0.0,200
0.7,289.0,0.04,0.0,0.0,3.410605131648481e-13,1.0,4.440892098500626e-16,0.0,0.02,0.0,0.0,0.0,200
0.8,289.0,0.04,-2.7755575615628914e-17,0.0,0.0,1.0,0.0,0.0,0.02,-1.3877787807814457e-17,0.0,0.0,200
0.9,289.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,200
1.0,289.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,200
