p,p_low,p_high,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,exact_x_class_norm_stderr,exact_x_class_stderr,runs
0.4,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000
0.45,0.4,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000
0.47,0.45,0.485,0.0,0.0,3.414884571210021e-06,3.9138749507766115e-07,0.0,0.4285714285714289,0.049119522019741554,0.0,0.4285714285714289,0.049119522019741554,0.0,0.0,1.7074422856050106e-06,1.9569374753883057e-07,0.0,0.0,5000
0.485,0.47,0.4925,0.015,1.1952095999235065e-07,4.483364010379728e-05,1.6655289035485899e-06,1.3698562327718134e-08,5.6266666666666625,0.20902554292425157,0.015,5.6266666666666625,0.20902554292425157,0.0017191832706909536,5.976047999617532e-08,2.241682005189864e-05,8.327644517742949e-07,6.849281163859067e-09,0.0017191832706909536,5000
0.4925,0.485,0.495,0.1266,1.0087569023354396e-06,0.0001689229567891888,4.606194628247611e-06,3.74744003298433e-08,21.19999999999998,0.5780820320397034,0.1266,21.19999999999998,0.5780820320397034,0.004703074715795664,5.043784511677198e-07,8.44614783945944e-05,2.3030973141238055e-06,1.873720016492165e-08,0.004703074715795664,5000
0.495,0.4925,0.4975,0.227,1.80875052788424e-06,0.0003617501055768477,9.441563460014754e-06,4.720781730007382e-08,45.39999999999996,1.1849256557953116,0.227,45.39999999999996,1.1849256557953116,0.005924628278976564,9.0437526394212e-07,0.00018087505278842385,4.720781730007377e-06,2.360390865003691e-08,0.005924628278976564,5000
0.4975,0.495,0.5,0.3536,2.81750743021968e-06,0.0004442992486115645,1.0106842192443278e-05,5.387881648765522e-08,55.759999999999955,1.2684188019938238,0.3536,55.759999999999955,1.2684188019938238,0.006761845348017218,1.40875371510984e-06,0.00022214962430578225,5.053421096221639e-06,2.693940824382761e-08,0.006761845348017218,5000
0.5,0.4975,0.5025,0.5058,4.030246770942064e-06,0.0004828646783691016,1.0358072447284491e-05,5.634456474211421e-08,60.60000000000062,1.299948450206651,0.5058,60.60000000000062,1.299948450206651,0.0070712992197000755,2.015123385471032e-06,0.0002414323391845508,5.1790362236422455e-06,2.8172282371057106e-08,0.0070712992197000755,5000
0.5025,0.5,0.505,0.6566,5.231830822065163e-06,0.00043951841021187046,1.0073204066526753e-05,5.351331189257211e-08,55.159999999999954,1.264197183553174,0.6566,55.159999999999954,1.264197183553174,0.0067159741558296925,2.6159154110325815e-06,0.00021975920510593523,5.036602033263377e-06,2.6756655946286056e-08,0.0067159741558296925,5000
0.505,0.5025,0.5075,0.7816,6.227838822001418e-06,0.0003566505446171741,9.394163212540656e-06,4.65618082152578e-08,44.75999999999996,1.1789768773370648,0.7816,44.75999999999996,1.1789768773370648,0.005843553492823069,3.113919411000709e-06,0.00017832527230858704,4.697081606270328e-06,2.32809041076289e-08,0.005843553492823069,5000
0.5075,0.505,0.515,0.8804,7.015083545151034e-06,0.00016493892478944375,4.5659695583796096e-06,3.656931724560345e-08,20.69999999999998,0.5730337455461993,0.8804,20.69999999999998,0.5730337455461993,0.004589485883640478,3.507541772575517e-06,8.246946239472188e-05,2.2829847791898048e-06,1.8284658622801725e-08,0.004589485883640478,5000
0.515,0.5075,0.53,0.9886,7.877228069895857e-06,4.2283859623960354e-05,1.6241279158213606e-06,1.1963933049364824e-08,5.306666666666648,0.20382967756349657,0.9886,5.306666666666648,0.20382967756349657,0.0015014855616283349,3.938614034947929e-06,2.1141929811980177e-05,8.120639579106803e-07,5.981966524682412e-09,0.0015014855616283349,5000
0.53,0.515,0.55,0.9998,7.966470386690146e-06,2.595312274119612e-06,3.4182665855328037e-07,1.5936127998980087e-09,0.3257142857142854,0.04289958747509524,0.9998,0.3257142857142854,0.04289958747509524,0.00019999999999999998,3.983235193345073e-06,1.297656137059806e-06,1.7091332927664019e-07,7.968063999490044e-10,0.00019999999999999998,5000
0.55,0.53,0.6,1.0,7.968063999490045e-06,2.276589714140014e-08,2.276589714140014e-08,0.0,0.002857142857142859,0.002857142857142859,1.0,0.002857142857142859,0.002857142857142859,0.0,3.984031999745022e-06,1.138294857070007e-08,1.138294857070007e-08,0.0,0.0,5000
0.6,0.55,0.6,1.0,7.968063999490045e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.984031999745022e-06,0.0,0.0,0.0,0.0,5000
