p,p_low,p_high,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,exact_x_class_norm_stderr,exact_x_class_stderr,runs
0.4,0.4,0.45,0.0,0.0,1.7361111111111116e-06,1.7361111111111116e-06,0.0,0.004000000000000001,0.004000000000000001,0.0,0.00025000000000000006,0.00025000000000000006,0.0,0.0,8.680555555555558e-07,8.680555555555558e-07,0.0,0.0,5000
0.45,0.4,0.47,0.0002,8.680555555555556e-08,0.0005803571428571433,7.305835125749227e-05,8.680555555555555e-08,1.337142857142858,0.16832644129726218,1.25e-05,0.08357142857142863,0.010520402581078886,1.2499999999999999e-05,4.340277777777778e-08,0.00029017857142857166,3.6529175628746134e-05,4.340277777777777e-08,0.00019999999999999998,5000
0.47,0.45,0.485,0.0936,4.0625e-05,0.020250496031746043,0.0006975967360421885,5.114084588024454e-06,46.65714285714289,1.6072628798412023,0.00585,2.9160714285714304,0.10045392999007514,0.0007364281806755214,2.03125e-05,0.010125248015873022,0.0003487983680210943,2.557042294012227e-06,0.011782850890808343,5000
0.485,0.47,0.4925,1.6332,0.0007088541666666667,0.07741512345679007,0.001549790186887592,2.4417388033181718e-05,178.3644444444443,3.5707165905890124,0.102075,11.147777777777769,0.22316978691181327,0.0035161038767781675,0.00035442708333333333,0.03870756172839503,0.000774895093443796,1.2208694016590859e-05,0.05625766202845068,5000
0.4925,0.485,0.495,4.1068,0.0017824652777777778,0.15724826388888877,0.00287726475742688,3.56510642547827e-05,362.2999999999997,6.629218001111531,0.256675,22.643749999999983,0.4143261250694707,0.005133753252688709,0.0008912326388888889,0.07862413194444438,0.00143863237871344,1.782553212739135e-05,0.08214005204301934,5000
0.495,0.4925,0.4975,5.2562,0.0022813368055555555,0.21418402777777762,0.003751286744129009,3.855908939893767e-05,493.4799999999996,8.642964658473236,0.3285125,30.842499999999976,0.5401852911545773,0.005552508873447024,0.0011406684027777778,0.10709201388888881,0.0018756433720645044,1.9279544699468835e-05,0.08884014197515239,5000
0.4975,0.495,0.5,6.5742,0.002853385416666667,0.2315104166666664,0.0038616844492942717,4.0344479922735706e-05,533.3999999999994,8.897320971174002,0.4108875,33.33749999999996,0.5560825606983751,0.005809605108873942,0.0014266927083333334,0.1157552083333332,0.0019308422246471359,2.0172239961367853e-05,0.09295368174198307,5000
0.5,0.4975,0.5025,7.9232,0.003438888888888889,0.23612847222222463,0.003895147312743234,4.1048036195231495e-05,544.0400000000055,8.974419408560411,0.4952,34.002500000000346,0.5609012130350257,0.0059109172121133355,0.0017194444444444444,0.11806423611111232,0.001947573656371617,2.0524018097615747e-05,0.09457467539381337,5000
0.5025,0.5,0.505,9.2944,0.004034027777777778,0.2299479166666665,0.003835774667927879,4.060165944969295e-05,529.7999999999996,8.837624834905833,0.5809,33.112499999999976,0.5523515521816146,0.005846638960755785,0.002017013888888889,0.11497395833333325,0.0019178873339639395,2.0300829724846476e-05,0.09354622337209256,5000
0.505,0.5025,0.5075,10.5722,0.004588628472222222,0.21498263888888874,0.003763024671264953,3.9064085527989676e-05,495.31999999999965,8.670008842594452,0.6607625,30.95749999999998,0.5418755526621533,0.005625228316030514,0.002294314236111111,0.10749131944444437,0.0018815123356324766,1.9532042763994838e-05,0.09000365305648822,5000
0.5075,0.505,0.515,11.771,0.005108940972222222,0.16834201388888878,0.0029762132670680666,3.6104369830024785e-05,387.85999999999973,6.857195367324826,0.7356875,24.241249999999983,0.4285747104578016,0.005199029255523569,0.002554470486111111,0.08417100694444439,0.0014881066335340333,1.8052184915012392e-05,0.08318446808837711,5000
0.515,0.5075,0.53,14.4508,0.006272048611111111,0.08023919753086393,0.0015790218814995545,2.308147107917845e-05,184.8711111111105,3.6380664149749733,0.903175,11.554444444444407,0.22737915093593583,0.003323731835401697,0.0031360243055555555,0.04011959876543197,0.0007895109407497772,1.1540735539589226e-05,0.05317970936642715,5000
0.53,0.515,0.55,15.9306,0.006914322916666667,0.01920882936507935,0.0006593404368889123,4.225382088407947e-06,44.25714285714282,1.519120366592054,0.9956625,2.766071428571426,0.09494502291200338,0.0006084550207307443,0.0034571614583333334,0.009604414682539674,0.00032967021844445616,2.1126910442039734e-06,0.009735280331691909,5000
0.55,0.53,0.6,15.9998,0.006944357638888889,0.00043030753968254,6.03626012629707e-05,8.680555555555555e-08,0.9914285714285721,0.1390754333098845,0.9999875,0.061964285714285756,0.008692214581867782,1.2499999999999999e-05,0.0034721788194444444,0.00021515376984127,3.018130063148535e-05,4.340277777777777e-08,0.00019999999999999998,5000
0.6,0.55,0.6,16.0,0.006944444444444444,1.7361111111111133e-06,1.7361111111111133e-06,0.0,0.004000000000000005,0.004000000000000005,1.0,0.00025000000000000033,0.00025000000000000033,0.0,0.003472222222222222,8.680555555555567e-07,8.680555555555567e-07,0.0,0.0,5000
