p,p_low,p_high,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,runs
0.4,0.4,0.45,8.304498269896194e-05,3.3474345978393665e-05,0.6000000000000001,0.2418521496938942,0.0020761245674740486,0.0008368586494598416,4.152249134948097e-05,1.6737172989196832e-05,200
0.45,0.4,0.47,0.004972812654473559,0.0012052485916860217,35.92857142857146,8.707921074931507,0.12432031636183896,0.030131214792150543,0.0024864063272367794,0.0006026242958430109,200
0.47,0.45,0.485,0.20504201680672282,0.00955599181319483,1481.4285714285725,69.04204085033265,5.126050420168071,0.23889979532987077,0.10252100840336141,0.004777995906597415,200
0.485,0.47,0.4925,0.5769780853517872,0.01426813846162271,4168.666666666662,103.08730038522408,14.424452133794679,0.35670346154056776,0.2884890426758936,0.007134069230811355,200
0.4925,0.485,0.495,0.8298961937716257,0.009504426301575518,5995.999999999995,68.66948002888311,20.747404844290642,0.23761065753938793,0.41494809688581286,0.004752213150787759,200
0.495,0.4925,0.4975,0.8685121107266429,0.012038100370795468,6274.999999999995,86.97527517899726,21.712802768166075,0.3009525092698867,0.43425605536332146,0.006019050185397734,200
0.4975,0.495,0.5,0.860346020761245,0.011196057428268518,6215.999999999995,80.89151491924005,21.508650519031125,0.279901435706713,0.4301730103806225,0.005598028714134259,200
0.5,0.4975,0.5025,0.861176470588244,0.011110488161483106,6222.000000000063,80.27327696671544,21.5294117647061,0.27776220403707763,0.430588235294122,0.005555244080741553,200
0.5025,0.5,0.505,0.8700346020761239,0.010813168332996882,6285.999999999995,78.12514120590247,21.750865051903098,0.270329208324922,0.43501730103806197,0.005406584166498441,200
0.505,0.5025,0.5075,0.8632525951557087,0.010936333611305778,6236.999999999995,79.01501034168425,21.58131487889272,0.27340834028264444,0.43162629757785437,0.005468166805652889,200
0.5075,0.505,0.515,0.8419377162629752,0.008979059931095046,6082.999999999995,64.8737080021617,21.04844290657438,0.22447649827737615,0.4209688581314876,0.004489529965547523,200
0.515,0.5075,0.53,0.5941099577085718,0.014549308209023159,4292.444444444431,105.11875181019232,14.852748942714292,0.363732705225579,0.2970549788542859,0.007274654104511579,200
0.53,0.515,0.55,0.212694018783984,0.00998882709966156,1536.7142857142844,72.16927579505477,5.3173504695996,0.249720677491539,0.106347009391992,0.00499441354983078,200
0.55,0.53,0.6,0.004794859120118639,0.0012642356327465512,34.64285714285717,9.134102446593833,0.11987147800296598,0.03160589081866378,0.0023974295600593196,0.0006321178163732756,200
0.6,0.55,0.6,5.536332179930804e-05,2.7472212789250423e-05,0.4000000000000006,0.1984867374023343,0.0013840830449827009,0.0006868053197312605,2.768166089965402e-05,1.3736106394625212e-05,200
