p,p_low,p_high,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,runs
0.4,0.4,0.45,0.03288000000000001,0.003709510097426245,20.550000000000008,2.318443810891403,0.8220000000000003,0.09273775243565613,0.016440000000000007,0.0018547550487131225,400
0.45,0.4,0.47,0.08011428571428576,0.005937630244298591,50.071428571428605,3.7110189026866194,2.002857142857144,0.14844075610746477,0.04005714285714288,0.0029688151221492955,400
0.47,0.45,0.485,0.29302857142857164,0.014292505653876584,183.14285714285728,8.932816033672864,7.325714285714291,0.3573126413469146,0.14651428571428582,0.007146252826938292,400
0.485,0.47,0.4925,0.4551111111111107,0.018250034809212123,284.4444444444442,11.406271755757578,11.377777777777768,0.4562508702303031,0.22755555555555534,0.009125017404606061,400
0.4925,0.485,0.495,0.5331999999999996,0.021074028725347967,333.2499999999997,13.171267953342479,13.32999999999999,0.5268507181336992,0.2665999999999998,0.010537014362673984,400
0.495,0.4925,0.4975,0.5575999999999995,0.026571992340476736,348.4999999999997,16.60749521279796,13.939999999999989,0.6642998085119184,0.27879999999999977,0.013285996170238368,400
0.4975,0.495,0.5,0.5735999999999996,0.02560422897400705,358.4999999999997,16.002643108754405,14.33999999999999,0.6401057243501762,0.2867999999999998,0.012802114487003524,400
0.5,0.4975,0.5025,0.5680000000000058,0.02597704789894097,355.00000000000364,16.235654936838106,14.200000000000145,0.6494261974735243,0.2840000000000029,0.012988523949470485,400
0.5025,0.5,0.505,0.5559999999999995,0.025874189537269086,347.4999999999997,16.17136846079318,13.899999999999988,0.6468547384317271,0.27799999999999975,0.012937094768634543,400
0.505,0.5025,0.5075,0.5639999999999995,0.027356735504142443,352.4999999999997,17.097959690089027,14.099999999999989,0.683918387603561,0.28199999999999975,0.013678367752071222,400
0.5075,0.505,0.515,0.5167999999999996,0.021880843866743376,322.9999999999997,13.67552741671461,12.91999999999999,0.5470210966685845,0.2583999999999998,0.010940421933371688,400
0.515,0.5075,0.53,0.4337777777777764,0.017971872781346716,271.11111111111023,11.232420488341697,10.84444444444441,0.4492968195336679,0.2168888888888882,0.008985936390673358,400
0.53,0.515,0.55,0.27794285714285694,0.01401154861000066,173.71428571428558,8.757217881250412,6.948571428571423,0.3502887152500165,0.13897142857142847,0.00700577430500033,400
0.55,0.53,0.6,0.07422857142857148,0.005411678919989358,46.392857142857174,3.3822993249933484,1.855714285714287,0.13529197299973394,0.03711428571428574,0.002705839459994679,400
0.6,0.55,0.6,0.02952000000000004,0.003322562648979099,18.450000000000024,2.076601655611937,0.738000000000001,0.08306406622447747,0.01476000000000002,0.0016612813244895495,400
