p,p_low,p_high,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,runs
0.4,0.4,0.45,2.0000000000000005e-05,1.4106557867685937e-05,0.20000000000000004,0.14106557867685937,0.0005000000000000001,0.0003526639466921484,1.0000000000000003e-05,7.0532789338429685e-06,200
0.45,0.4,0.47,0.0024500000000000017,0.0007103536784427036,24.500000000000018,7.103536784427036,0.06125000000000005,0.01775884196106759,0.0012250000000000008,0.0003551768392213518,200
0.47,0.45,0.485,0.20475714285714303,0.008154725610942729,2047.5714285714303,81.54725610942728,5.118928571428576,0.2038681402735682,0.10237857142857151,0.004077362805471364,200
0.485,0.47,0.4925,0.5920666666666663,0.012503325545594364,5920.666666666662,125.03325545594363,14.801666666666655,0.3125831386398591,0.29603333333333315,0.006251662772797182,200
0.4925,0.485,0.495,0.8455999999999992,0.0068368055075260555,8455.999999999993,68.36805507526056,21.139999999999983,0.1709201376881514,0.4227999999999996,0.0034184027537630278,200
0.495,0.4925,0.4975,0.8542999999999993,0.009842352846130772,8542.999999999993,98.42352846130771,21.35749999999998,0.24605882115326927,0.42714999999999964,0.004921176423065386,200
0.4975,0.495,0.5,0.8495999999999992,0.009632399263832936,8495.999999999993,96.32399263832936,21.23999999999998,0.2408099815958234,0.4247999999999996,0.004816199631916468,200
0.5,0.4975,0.5025,0.858300000000009,0.00974940018770911,8583.00000000009,97.49400187709111,21.457500000000223,0.24373500469272777,0.4291500000000045,0.004874700093854555,200
0.5025,0.5,0.505,0.8624999999999993,0.009497883921957285,8624.999999999993,94.97883921957285,21.562499999999982,0.23744709804893213,0.43124999999999963,0.004748941960978643,200
0.505,0.5025,0.5075,0.8554999999999995,0.009080806972752022,8554.999999999995,90.80806972752022,21.387499999999985,0.22702017431880056,0.42774999999999974,0.004540403486376011,200
0.5075,0.505,0.515,0.8482499999999993,0.0073701276384493565,8482.499999999993,73.70127638449357,21.206249999999983,0.1842531909612339,0.42412499999999964,0.0036850638192246783,200
0.515,0.5075,0.53,0.6008444444444424,0.012539692523291587,6008.444444444424,125.39692523291586,15.021111111111061,0.31349231308228964,0.3004222222222212,0.0062698462616457935,200
0.53,0.515,0.55,0.20949999999999983,0.008210039790319519,2094.999999999998,82.10039790319519,5.237499999999995,0.20525099475798797,0.10474999999999991,0.004105019895159759,200
0.55,0.53,0.6,0.0021071428571428586,0.0006306317389045965,21.071428571428587,6.306317389045964,0.05267857142857147,0.01576579347261491,0.0010535714285714293,0.00031531586945229823,200
0.6,0.55,0.6,2.000000000000003e-05,1.4106557867685954e-05,0.2000000000000003,0.14106557867685954,0.0005000000000000008,0.00035266394669214885,1.0000000000000014e-05,7.053278933842977e-06,200
