p,exact_class_total,exact_class_total_dp,exact_class_total_logical_norm,exact_class_total_logical_norm_dp,exact_class_total_logical_norm_stderr,exact_class_total_norm,exact_class_total_norm_dp,exact_class_total_norm_stderr,exact_class_total_stderr,exact_error_total,exact_error_total_dp,exact_error_total_norm,exact_error_total_norm_dp,exact_error_total_norm_stderr,exact_error_total_stderr,exact_saved_by_stabilizers_total,exact_saved_by_stabilizers_total_dp,exact_saved_by_stabilizers_total_norm,exact_saved_by_stabilizers_total_norm_dp,exact_saved_by_stabilizers_total_norm_stderr,exact_saved_by_stabilizers_total_stderr,exact_stabilizer_total,exact_stabilizer_total_dp,exact_stabilizer_total_norm,exact_stabilizer_total_norm_dp,exact_stabilizer_total_norm_stderr,exact_stabilizer_total_stderr,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_stderr,exact_x_class_stderr,exact_x_error,exact_x_error_component_norm,exact_x_error_component_norm_dp,exact_x_error_component_norm_stderr,exact_x_error_dp,exact_x_error_norm,exact_x_error_norm_dp,exact_x_error_norm_stderr,exact_x_error_stderr,exact_x_saved_by_stabilizers,exact_x_saved_by_stabilizers_component_norm,exact_x_saved_by_stabilizers_component_norm_dp,exact_x_saved_by_stabilizers_component_norm_stderr,exact_x_saved_by_stabilizers_dp,exact_x_saved_by_stabilizers_norm,exact_x_saved_by_stabilizers_norm_dp,exact_x_saved_by_stabilizers_norm_stderr,exact_x_saved_by_stabilizers_stderr,exact_x_stabilizer,exact_x_stabilizer_component_norm,exact_x_stabilizer_component_norm_dp,exact_x_stabilizer_component_norm_stderr,exact_x_stabilizer_dp,exact_x_stabilizer_norm,exact_x_stabilizer_norm_dp,exact_x_stabilizer_norm_stderr,exact_x_stabilizer_stderr,exact_z_class,exact_z_class_component_norm,exact_z_class_component_norm_dp,exact_z_class_component_norm_stderr,exact_z_class_dp,exact_z_class_logical_norm,exact_z_class_logical_norm_dp,exact_z_class_logical_norm_stderr,exact_z_class_norm,exact_z_class_norm_dp,exact_z_class_norm_stderr,exact_z_class_stderr,exact_z_error,exact_z_error_component_norm,exact_z_error_component_norm_dp,exact_z_error_component_norm_stderr,exact_z_error_dp,exact_z_error_norm,exact_z_error_norm_dp,exact_z_error_norm_stderr,exact_z_error_stderr,exact_z_saved_by_stabilizers,exact_z_saved_by_stabilizers_component_norm,exact_z_saved_by_stabilizers_component_norm_dp,exact_z_saved_by_stabilizers_component_norm_stderr,exact_z_saved_by_stabilizers_dp,exact_z_saved_by_stabilizers_norm,exact_z_saved_by_stabilizers_norm_dp,exact_z_saved_by_stabilizers_norm_stderr,exact_z_saved_by_stabilizers_stderr,exact_z_stabilizer,exact_z_stabilizer_component_norm,exact_z_stabilizer_component_norm_dp,exact_z_stabilizer_component_norm_stderr,exact_z_stabilizer_dp,exact_z_stabilizer_norm,exact_z_stabilizer_norm_dp,exact_z_stabilizer_norm_stderr,exact_z_stabilizer_stderr,runs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5499999999999998,0.0,0.0009215219976218786,0.0,0.0,0.0,1.5499999999999998,0.0,0.0009215219976218786,0.0,0.0,0.0,1.5499999999999998,0.0,0.0009215219976218786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00089179548156956,0.0,0.7499999999999999,0.0,0.00044589774078478,0.0,0.0,0.0,0.0,0.00089179548156956,0.0,0.7499999999999999,0.0,0.00044589774078478,0.0,0.0,0.0,0.0,0.00089179548156956,0.0,0.7499999999999999,0.0,0.00044589774078478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009512485136741974,0.0,0.7999999999999999,0.0,0.0004756242568370987,0.0,0.0,0.0,0.0,0.0009512485136741974,0.0,0.7999999999999999,0.0,0.0004756242568370987,0.0,0.0,0.0,0.0,0.0009512485136741974,0.0,0.7999999999999999,0.0,0.0004756242568370987,0.0,0.0,200
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,10.774999999999997,9.215219976218786e-05,0.006406064209274671,1.6375704371916244e-05,0.027543934753563124,0.155,10.774999999999997,9.215219976218786e-05,0.006406064209274671,1.6375704371916244e-05,0.027543934753563124,0.155,10.774999999999997,9.215219976218786e-05,0.006406064209274671,1.6375704371916244e-05,0.027543934753563124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,8.9179548156956e-05,0.006331747919143875,2.2201328560858638e-05,5.324999999999998,4.4589774078478e-05,0.0031658739595719376,1.1100664280429319e-05,0.018671317319682114,0.075,8.9179548156956e-05,0.006331747919143875,2.2201328560858638e-05,5.324999999999998,4.4589774078478e-05,0.0031658739595719376,1.1100664280429319e-05,0.018671317319682114,0.075,8.9179548156956e-05,0.006331747919143875,2.2201328560858638e-05,5.324999999999998,4.4589774078478e-05,0.0031658739595719376,1.1100664280429319e-05,0.018671317319682114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,9.512485136741974e-05,0.006480380499405469,2.2867378127001214e-05,5.449999999999999,4.756242568370987e-05,0.0032401902497027346,1.1433689063500607e-05,0.01923146500480802,0.08,9.512485136741974e-05,0.006480380499405469,2.2867378127001214e-05,5.449999999999999,4.756242568370987e-05,0.0032401902497027346,1.1433689063500607e-05,0.01923146500480802,0.08,9.512485136741974e-05,0.006480380499405469,2.2867378127001214e-05,5.449999999999999,4.756242568370987e-05,0.0032401902497027346,1.1433689063500607e-05,0.01923146500480802,200
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.155,42.80000000000001,0.0012812128418549344,0.02544589774078479,7.313092137609578e-05,0.1230062097545931,2.155,42.80000000000001,0.0012812128418549344,0.02544589774078479,7.313092137609578e-05,0.1230062097545931,2.155,42.80000000000001,0.0012812128418549344,0.02544589774078479,7.313092137609578e-05,0.1230062097545931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.065,0.0012663495838287752,0.02643678160919541,9.120406304065946e-05,22.233333333333334,0.0006331747919143876,0.013218390804597704,4.560203152032973e-05,0.07670261701719461,1.065,0.0012663495838287752,0.02643678160919541,9.120406304065946e-05,22.233333333333334,0.0006331747919143876,0.013218390804597704,4.560203152032973e-05,0.07670261701719461,1.065,0.0012663495838287752,0.02643678160919541,9.120406304065946e-05,22.233333333333334,0.0006331747919143876,0.013218390804597704,4.560203152032973e-05,0.07670261701719461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.001296076099881094,0.024455013872374164,9.691182392967243e-05,20.566666666666666,0.000648038049940547,0.012227506936187082,4.845591196483622e-05,0.08150284392485452,1.09,0.001296076099881094,0.024455013872374164,9.691182392967243e-05,20.566666666666666,0.000648038049940547,0.012227506936187082,4.845591196483622e-05,0.08150284392485452,1.09,0.001296076099881094,0.024455013872374164,9.691182392967243e-05,20.566666666666666,0.000648038049940547,0.012227506936187082,4.845591196483622e-05,0.08150284392485452,200
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.865,82.55000000000004,0.0028923900118906064,0.04907847800237814,0.00011147986251843041,0.18750912875599995,4.865,82.55000000000004,0.0028923900118906064,0.04907847800237814,0.00011147986251843041,0.18750912875599995,4.865,82.55000000000004,0.0028923900118906064,0.04907847800237814,0.00011147986251843041,0.18750912875599995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.485,0.0029548156956004756,0.050118906064209295,0.00014154179335824118,42.15000000000001,0.0014774078478002378,0.025059453032104648,7.077089667912059e-05,0.11903664821428084,2.485,0.0029548156956004756,0.050118906064209295,0.00014154179335824118,42.15000000000001,0.0014774078478002378,0.025059453032104648,7.077089667912059e-05,0.11903664821428084,2.485,0.0029548156956004756,0.050118906064209295,0.00014154179335824118,42.15000000000001,0.0014774078478002378,0.025059453032104648,7.077089667912059e-05,0.11903664821428084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0028299643281807373,0.04803804994054698,0.00013684130758749585,40.40000000000001,0.0014149821640903686,0.02401902497027349,6.842065379374793e-05,0.11508353968108401,2.38,0.0028299643281807373,0.04803804994054698,0.00013684130758749585,40.40000000000001,0.0014149821640903686,0.02401902497027349,6.842065379374793e-05,0.11508353968108401,2.38,0.0028299643281807373,0.04803804994054698,0.00013684130758749585,40.40000000000001,0.0014149821640903686,0.02401902497027349,6.842065379374793e-05,0.11508353968108401,200
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.41,143.85000000000002,0.006189060642092747,0.08552318668252082,0.00016795722822293466,0.2825040578709761,10.41,143.85000000000002,0.006189060642092747,0.08552318668252082,0.00016795722822293466,0.2825040578709761,10.41,143.85000000000002,0.006189060642092747,0.08552318668252082,0.00016795722822293466,0.2825040578709761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,0.006278240190249703,0.0840071343638526,0.00020769643499142368,70.65000000000003,0.0031391200951248516,0.0420035671819263,0.00010384821749571184,0.17467270182778732,5.28,0.006278240190249703,0.0840071343638526,0.00020769643499142368,70.65000000000003,0.0031391200951248516,0.0420035671819263,0.00010384821749571184,0.17467270182778732,5.28,0.006278240190249703,0.0840071343638526,0.00020769643499142368,70.65000000000003,0.0031391200951248516,0.0420035671819263,0.00010384821749571184,0.17467270182778732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.00609988109393579,0.08703923900118908,0.00020427309250786033,73.20000000000002,0.003049940546967895,0.04351961950059454,0.00010213654625393016,0.17179367079911054,5.13,0.00609988109393579,0.08703923900118908,0.00020427309250786033,73.20000000000002,0.003049940546967895,0.04351961950059454,0.00010213654625393016,0.17179367079911054,5.13,0.00609988109393579,0.08703923900118908,0.00020427309250786033,73.20000000000002,0.003049940546967895,0.04351961950059454,0.00010213654625393016,0.17179367079911054,200
0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,241.04999999999984,0.011444708680142687,0.14331153388822826,0.00022514143641363962,0.37868789604774183,19.25,241.04999999999984,0.011444708680142687,0.14331153388822826,0.00022514143641363962,0.37868789604774183,19.25,241.04999999999984,0.011444708680142687,0.14331153388822826,0.00022514143641363962,0.37868789604774183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55,0.011355529131985733,0.14579582130117197,0.00027478500070041373,122.6142857142857,0.005677764565992866,0.07289791065058598,0.00013739250035020687,0.23109418558904793,9.55,0.011355529131985733,0.14579582130117197,0.00027478500070041373,122.6142857142857,0.005677764565992866,0.07289791065058598,0.00013739250035020687,0.23109418558904793,9.55,0.011355529131985733,0.14579582130117197,0.00027478500070041373,122.6142857142857,0.005677764565992866,0.07289791065058598,0.00013739250035020687,0.23109418558904793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.011533888228299642,0.1408272464752845,0.0002724806152387666,118.43571428571425,0.005766944114149821,0.07041362323764225,0.0001362403076193833,0.2291561974158027,9.7,0.011533888228299642,0.1408272464752845,0.0002724806152387666,118.43571428571425,0.005766944114149821,0.07041362323764225,0.0001362403076193833,0.2291561974158027,9.7,0.011533888228299642,0.1408272464752845,0.0002724806152387666,118.43571428571425,0.005766944114149821,0.07041362323764225,0.0001362403076193833,0.2291561974158027,200
0.37,0.0,0.2499999999999998,0.0,0.1249999999999999,0.0,0.0,0.00014863258026159322,0.0,0.0,24.585,273.49999999999983,0.01461652794292509,0.162604042806183,0.0002850419130945861,0.47944049782509385,24.585,273.2499999999997,0.01461652794292509,0.16245541022592142,0.0002850419130945861,0.47944049782509385,24.585,273.2499999999997,0.01461652794292509,0.16245541022592142,0.0002850419130945861,0.47944049782509385,0.0,0.0,0.00014863258026159322,0.0,0.1249999999999999,0.0,0.1249999999999999,0.0,0.0,7.431629013079661e-05,0.0,0.0,12.3,0.014625445897740785,0.1639417360285373,0.0003125567015525191,137.87499999999986,0.007312722948870393,0.08197086801426864,0.00015627835077625956,0.2628601860056686,12.3,0.014625445897740785,0.16379310344827575,0.0003125567015525191,137.74999999999991,0.007312722948870393,0.08189655172413787,0.00015627835077625956,0.2628601860056686,12.3,0.014625445897740785,0.16379310344827575,0.0003125567015525191,137.74999999999991,0.007312722948870393,0.08189655172413787,0.00015627835077625956,0.2628601860056686,0.0,0.0,0.00014863258026159322,0.0,0.1249999999999999,0.0,0.1249999999999999,0.0,0.0,7.431629013079661e-05,0.0,0.0,12.285,0.014607609988109393,0.16126634958382874,0.0003390918735902738,135.6249999999999,0.007303804994054697,0.08063317479191437,0.0001695459367951369,0.2851762656894203,12.285,0.014607609988109393,0.16111771700356714,0.0003390918735902738,135.4999999999999,0.007303804994054697,0.08055885850178357,0.0001695459367951369,0.2851762656894203,12.285,0.014607609988109393,0.16111771700356714,0.0003390918735902738,135.4999999999999,0.007303804994054697,0.08055885850178357,0.0001695459367951369,0.2851762656894203,200
0.39,0.01,0.8750000000000016,0.005,0.4375000000000008,0.0035266394669214826,5.945303210463734e-06,0.0005202140309155776,4.193388188967281e-06,0.007053278933842965,30.19,310.1250000000002,0.01794887039239001,0.1843787158145067,0.00030758414951363586,0.5173565394819355,30.18,309.2500000000001,0.017942925089179548,0.18385850178359098,0.00030646673247496217,0.5154770440228864,30.18,309.2500000000001,0.017942925089179548,0.18385850178359098,0.00030646673247496217,0.5154770440228864,0.005,5.945303210463734e-06,0.0004458977407847807,5.945303210463736e-06,0.3750000000000005,0.005,0.3750000000000005,0.005000000000000002,2.972651605231867e-06,0.00022294887039239034,2.972651605231868e-06,0.005000000000000002,15.065,0.017913198573127228,0.18668252080856135,0.0003657729315992204,157.00000000000006,0.008956599286563614,0.09334126040428067,0.0001828864657996102,0.30761503547494434,15.06,0.017907253269916767,0.1862366230677766,0.00036456298733425913,156.6250000000001,0.008953626634958384,0.0931183115338883,0.00018228149366712957,0.3065974723481119,15.06,0.017907253269916767,0.1862366230677766,0.00036456298733425913,156.6250000000001,0.008953626634958384,0.0931183115338883,0.00018228149366712957,0.3065974723481119,0.005,5.945303210463734e-06,0.0005945303210463744,5.9453032104637345e-06,0.500000000000001,0.005,0.500000000000001,0.005000000000000001,2.972651605231867e-06,0.0002972651605231872,2.9726516052318673e-06,0.005000000000000001,15.125,0.017984542211652795,0.1820749108204519,0.0003486539088791455,153.1250000000001,0.008992271105826398,0.09103745541022595,0.00017432695443957274,0.29321793736736135,15.12,0.01797859690844233,0.18148038049940562,0.00034800350048317747,152.6250000000001,0.008989298454221166,0.09074019024970281,0.00017400175024158873,0.29267094390635223,15.12,0.01797859690844233,0.18148038049940562,0.00034800350048317747,152.6250000000001,0.008989298454221166,0.09074019024970281,0.00017400175024158873,0.29267094390635223,200
0.41,0.035,2.874999999999997,0.0175,1.4374999999999984,0.0065139008683440264,2.080856123662307e-05,0.0017092746730083216,7.745423149041649e-06,0.013027801736688053,36.99,412.2499999999999,0.021991676575505353,0.24509512485136742,0.0003701818777637606,0.6226459183986452,36.955,409.3749999999999,0.021970868014268726,0.24338585017835906,0.0003694928725040672,0.621487011551841,36.955,409.3749999999999,0.021970868014268726,0.24338585017835906,0.0003694928725040672,0.621487011551841,0.015,1.78359096313912e-05,0.0017835909631391178,1.0245689983958734e-05,1.4999999999999982,0.015,1.4999999999999982,0.008616625276509296,8.9179548156956e-06,0.0008917954815695589,5.122844991979367e-06,0.008616625276509296,18.58,0.022092746730083233,0.2480677764565994,0.0004260921294019784,208.625,0.011046373365041617,0.1240338882282997,0.0002130460647009892,0.3583434808270638,18.565,0.022074910820451845,0.2462841854934601,0.0004265269022030662,207.12499999999994,0.011037455410225923,0.12314209274673005,0.0002132634511015331,0.35870912475277866,18.565,0.022074910820451845,0.2462841854934601,0.0004265269022030662,207.12499999999994,0.011037455410225923,0.12314209274673005,0.0002132634511015331,0.35870912475277866,0.02,2.3781212841854935e-05,0.0016349583828775254,1.1800638371125684e-05,1.374999999999999,0.02,1.374999999999999,0.0099243368701167,1.1890606420927467e-05,0.0008174791914387627,5.900319185562842e-06,0.0099243368701167,18.41,0.021890606420927466,0.24212247324613556,0.0004052241228629884,203.62499999999994,0.010945303210463733,0.12106123662306778,0.0002026120614314942,0.3407934873277732,18.39,0.021866825208085614,0.24048751486325798,0.00040404769496841543,202.2500000000001,0.010933412604042807,0.12024375743162899,0.00020202384748420772,0.33980411146843736,18.39,0.021866825208085614,0.24048751486325798,0.00040404769496841543,202.2500000000001,0.010933412604042807,0.12024375743162899,0.00020202384748420772,0.33980411146843736,200
0.43,0.125,3.9999999999999973,0.0625,1.9999999999999987,0.013232317299155414,7.431629013079666e-05,0.0023781212841854915,1.5734027704108697e-05,0.02646463459831083,46.68,493.8749999999993,0.027752675386444707,0.2936236623067773,0.0004228978379906025,0.7113141635001934,46.555,489.87499999999943,0.02767835909631391,0.2912455410225919,0.0004197980928463131,0.7061003921674986,46.555,489.87499999999943,0.02767835909631391,0.2912455410225919,0.0004197980928463131,0.7061003921674986,0.065,7.728894173602854e-05,0.0022294887039238983,2.077973236712701e-05,1.8749999999999982,0.065,1.8749999999999982,0.017475754920753817,3.864447086801427e-05,0.0011147443519619491,1.0389866183563506e-05,0.017475754920753817,23.41,0.027835909631391202,0.2868608799048751,0.0004446014335151932,241.2499999999999,0.013917954815695601,0.14343043995243754,0.0002223007167575966,0.37390980558627746,23.345,0.02775862068965517,0.28463139120095093,0.0004405404786095317,239.37499999999977,0.013879310344827585,0.14231569560047547,0.00022027023930476584,0.37049454251061614,23.345,0.02775862068965517,0.28463139120095093,0.0004405404786095317,239.37499999999977,0.013879310344827585,0.14231569560047547,0.00022027023930476584,0.37049454251061614,0.06,7.13436385255648e-05,0.0025267538644470843,2.0017830980596045e-05,2.1249999999999982,0.06,2.1249999999999982,0.016834995854681276,3.56718192627824e-05,0.0012633769322235421,1.0008915490298023e-05,0.016834995854681276,23.27,0.027669441141498215,0.3003864447086799,0.00046799778933080834,252.62499999999983,0.013834720570749108,0.15019322235433996,0.00023399889466540417,0.39358614082720983,23.21,0.02759809750297265,0.2978596908442328,0.0004666203295435893,250.49999999999983,0.013799048751486326,0.1489298454221164,0.00023331016477179465,0.3924276971461586,23.21,0.02759809750297265,0.2978596908442328,0.0004666203295435893,250.49999999999983,0.013799048751486326,0.1489298454221164,0.00023331016477179465,0.3924276971461586,200
