p,exact_class_total,exact_class_total_dp,exact_class_total_logical_norm,exact_class_total_logical_norm_dp,exact_class_total_logical_norm_stderr,exact_class_total_norm,exact_class_total_norm_dp,exact_class_total_norm_stderr,exact_class_total_stderr,exact_error_total,exact_error_total_dp,exact_error_total_norm,exact_error_total_norm_dp,exact_error_total_norm_stderr,exact_error_total_stderr,exact_saved_by_stabilizers_total,exact_saved_by_stabilizers_total_dp,exact_saved_by_stabilizers_total_norm,exact_saved_by_stabilizers_total_norm_dp,exact_saved_by_stabilizers_total_norm_stderr,exact_saved_by_stabilizers_total_stderr,exact_stabilizer_total,exact_stabilizer_total_dp,exact_stabilizer_total_norm,exact_stabilizer_total_norm_dp,exact_stabilizer_total_norm_stderr,exact_stabilizer_total_stderr,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_stderr,exact_x_class_stderr,exact_x_error,exact_x_error_component_norm,exact_x_error_component_norm_dp,exact_x_error_component_norm_stderr,exact_x_error_dp,exact_x_error_norm,exact_x_error_norm_dp,exact_x_error_norm_stderr,exact_x_error_stderr,exact_x_saved_by_stabilizers,exact_x_saved_by_stabilizers_component_norm,exact_x_saved_by_stabilizers_component_norm_dp,exact_x_saved_by_stabilizers_component_norm_stderr,exact_x_saved_by_stabilizers_dp,exact_x_saved_by_stabilizers_norm,exact_x_saved_by_stabilizers_norm_dp,exact_x_saved_by_stabilizers_norm_stderr,exact_x_saved_by_stabilizers_stderr,exact_x_stabilizer,exact_x_stabilizer_component_norm,exact_x_stabilizer_component_norm_dp,exact_x_stabilizer_component_norm_stderr,exact_x_stabilizer_dp,exact_x_stabilizer_norm,exact_x_stabilizer_norm_dp,exact_x_stabilizer_norm_stderr,exact_x_stabilizer_stderr,exact_z_class,exact_z_class_component_norm,exact_z_class_component_norm_dp,exact_z_class_component_norm_stderr,exact_z_class_dp,exact_z_class_logical_norm,exact_z_class_logical_norm_dp,exact_z_class_logical_norm_stderr,exact_z_class_norm,exact_z_class_norm_dp,exact_z_class_norm_stderr,exact_z_class_stderr,exact_z_error,exact_z_error_component_norm,exact_z_error_component_norm_dp,exact_z_error_component_norm_stderr,exact_z_error_dp,exact_z_error_norm,exact_z_error_norm_dp,exact_z_error_norm_stderr,exact_z_error_stderr,exact_z_saved_by_stabilizers,exact_z_saved_by_stabilizers_component_norm,exact_z_saved_by_stabilizers_component_norm_dp,exact_z_saved_by_stabilizers_component_norm_stderr,exact_z_saved_by_stabilizers_dp,exact_z_saved_by_stabilizers_norm,exact_z_saved_by_stabilizers_norm_dp,exact_z_saved_by_stabilizers_norm_stderr,exact_z_saved_by_stabilizers_stderr,exact_z_stabilizer,exact_z_stabilizer_component_norm,exact_z_stabilizer_component_norm_dp,exact_z_stabilizer_component_norm_stderr,exact_z_stabilizer_dp,exact_z_stabilizer_norm,exact_z_stabilizer_norm_dp,exact_z_stabilizer_norm_stderr,exact_z_stabilizer_stderr,runs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0013657957244655582,0.0,0.0,0.0,1.15,0.0,0.0013657957244655582,0.0,0.0,0.0,1.15,0.0,0.0013657957244655582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012470308788598574,0.0,0.5249999999999999,0.0,0.0006235154394299287,0.0,0.0,0.0,0.0,0.0012470308788598574,0.0,0.5249999999999999,0.0,0.0006235154394299287,0.0,0.0,0.0,0.0,0.0012470308788598574,0.0,0.5249999999999999,0.0,0.0006235154394299287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014845605700712589,0.0,0.625,0.0,0.0007422802850356294,0.0,0.0,0.0,0.0,0.0014845605700712589,0.0,0.625,0.0,0.0007422802850356294,0.0,0.0,0.0,0.0,0.0014845605700712589,0.0,0.625,0.0,0.0007422802850356294,0.0,0.0,400
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,6.099999999999999,0.00013657957244655582,0.007244655581947743,2.0317786790339073e-05,0.0171075764774655,0.115,6.099999999999999,0.00013657957244655582,0.007244655581947743,2.0317786790339073e-05,0.0171075764774655,0.115,6.099999999999999,0.00013657957244655582,0.007244655581947743,2.0317786790339073e-05,0.0171075764774655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.00012470308788598575,0.007333729216152018,2.7822665097676836e-05,3.0875,6.235154394299287e-05,0.003666864608076009,1.3911332548838418e-05,0.011713342006121948,0.0525,0.00012470308788598575,0.007333729216152018,2.7822665097676836e-05,3.0875,6.235154394299287e-05,0.003666864608076009,1.3911332548838418e-05,0.011713342006121948,0.0525,0.00012470308788598575,0.007333729216152018,2.7822665097676836e-05,3.0875,6.235154394299287e-05,0.003666864608076009,1.3911332548838418e-05,0.011713342006121948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0001484560570071259,0.007155581947743467,2.9987390417435658e-05,3.0124999999999997,7.422802850356295e-05,0.0035777909738717337,1.4993695208717829e-05,0.012624691365740412,0.0625,0.0001484560570071259,0.007155581947743467,2.9987390417435658e-05,3.0124999999999997,7.422802850356295e-05,0.0035777909738717337,1.4993695208717829e-05,0.012624691365740412,0.0625,0.0001484560570071259,0.007155581947743467,2.9987390417435658e-05,3.0124999999999997,7.422802850356295e-05,0.0035777909738717337,1.4993695208717829e-05,0.012624691365740412,400
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,22.55,0.0014489311163895487,0.02678147268408551,6.822261876448955e-05,0.05744344499970021,1.22,22.55,0.0014489311163895487,0.02678147268408551,6.822261876448955e-05,0.05744344499970021,1.22,22.55,0.0014489311163895487,0.02678147268408551,6.822261876448955e-05,0.05744344499970021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6175,0.0014667458432304039,0.0270387965162312,9.409917604117968e-05,11.383333333333338,0.0007333729216152019,0.0135193982581156,4.704958802058984e-05,0.03961575311333664,0.6175,0.0014667458432304039,0.0270387965162312,9.409917604117968e-05,11.383333333333338,0.0007333729216152019,0.0135193982581156,4.704958802058984e-05,0.03961575311333664,0.6175,0.0014667458432304039,0.0270387965162312,9.409917604117968e-05,11.383333333333338,0.0007333729216152019,0.0135193982581156,4.704958802058984e-05,0.03961575311333664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6025,0.0014311163895486937,0.02652414885193982,8.934310160930193e-05,11.166666666666668,0.0007155581947743469,0.01326207442596991,4.467155080465097e-05,0.037613445777516116,0.6025,0.0014311163895486937,0.02652414885193982,8.934310160930193e-05,11.166666666666668,0.0007155581947743469,0.01326207442596991,4.467155080465097e-05,0.037613445777516116,0.6025,0.0014311163895486937,0.02652414885193982,8.934310160930193e-05,11.166666666666668,0.0007155581947743469,0.01326207442596991,4.467155080465097e-05,0.037613445777516116,400
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.635,44.90000000000002,0.0031294536817102134,0.053325415676959635,0.00011299567073568817,0.09514235475944943,2.635,44.90000000000002,0.0031294536817102134,0.053325415676959635,0.00011299567073568817,0.09514235475944943,2.635,44.90000000000002,0.0031294536817102134,0.053325415676959635,0.00011299567073568817,0.09514235475944943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.003159144893111639,0.053087885985748234,0.00015395061188195526,22.35000000000001,0.0015795724465558195,0.026543942992874117,7.697530594097763e-05,0.06481320760230316,1.33,0.003159144893111639,0.053087885985748234,0.00015395061188195526,22.35000000000001,0.0015795724465558195,0.026543942992874117,7.697530594097763e-05,0.06481320760230316,1.33,0.003159144893111639,0.053087885985748234,0.00015395061188195526,22.35000000000001,0.0015795724465558195,0.026543942992874117,7.697530594097763e-05,0.06481320760230316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.305,0.0030997624703087883,0.05356294536817103,0.00013723961565077232,22.550000000000008,0.0015498812351543941,0.026781472684085515,6.861980782538616e-05,0.05777787818897515,1.305,0.0030997624703087883,0.05356294536817103,0.00013723961565077232,22.550000000000008,0.0015498812351543941,0.026781472684085515,6.861980782538616e-05,0.05777787818897515,1.305,0.0030997624703087883,0.05356294536817103,0.00013723961565077232,22.550000000000008,0.0015498812351543941,0.026781472684085515,6.861980782538616e-05,0.05777787818897515,400
0.3,0.0,0.10000000000000003,0.0,0.05000000000000002,0.0,0.0,0.00011876484560570077,0.0,0.0,5.71,76.75000000000003,0.006781472684085511,0.09115201900237534,0.0001662229393519883,0.13995971493437415,5.71,76.65000000000003,0.006781472684085511,0.09103325415676963,0.0001662229393519883,0.13995971493437415,5.71,76.65000000000003,0.006781472684085511,0.09103325415676963,0.0001662229393519883,0.13995971493437415,0.0,0.0,0.00017814726840855114,0.0,0.07500000000000002,0.0,0.07500000000000002,0.0,0.0,8.907363420427557e-05,0.0,0.0,2.8525,0.006775534441805226,0.08996437054631831,0.00020786909362723377,37.875000000000014,0.003387767220902613,0.044982185273159156,0.00010393454681361689,0.08751288841706542,2.8525,0.006775534441805226,0.08978622327790978,0.00020786909362723377,37.80000000000002,0.003387767220902613,0.04489311163895489,0.00010393454681361689,0.08751288841706542,2.8525,0.006775534441805226,0.08978622327790978,0.00020786909362723377,37.80000000000002,0.003387767220902613,0.04489311163895489,0.00010393454681361689,0.08751288841706542,0.0,0.0,5.938242280285038e-05,0.0,0.02500000000000001,0.0,0.02500000000000001,0.0,0.0,2.969121140142519e-05,0.0,0.0,2.8575,0.0067874109263657955,0.09233966745843233,0.00020910518671396464,38.875000000000014,0.0033937054631828978,0.04616983372921617,0.00010455259335698232,0.08803328360657911,2.8575,0.0067874109263657955,0.0922802850356295,0.00020910518671396464,38.850000000000016,0.0033937054631828978,0.04614014251781475,0.00010455259335698232,0.08803328360657911,2.8575,0.0067874109263657955,0.0922802850356295,0.00020910518671396464,38.850000000000016,0.0033937054631828978,0.04614014251781475,0.00010455259335698232,0.08803328360657911,400
0.35,0.01,0.5035714285714281,0.005,0.25178571428571406,0.002490583770684494,1.1876484560570072e-05,0.000598065829657278,5.915875939868157e-06,0.004981167541368988,10.31,116.01785714285705,0.012244655581947744,0.13778842891075666,0.0002472566223977805,0.2081900760589312,10.3,115.51428571428573,0.012232779097387174,0.13719036308109933,0.0002467993999104048,0.20780509472456082,10.3,115.51428571428573,0.012232779097387174,0.13719036308109933,0.0002467993999104048,0.20780509472456082,0.0075,1.7814726840855108e-05,0.0003138785205293519,1.0259527165088393e-05,0.1321428571428571,0.0075,0.1321428571428571,0.0043192609365022136,8.907363420427554e-06,0.00015693926026467595,5.1297635825441965e-06,0.0043192609365022136,5.1175,0.012155581947743467,0.13741940956905319,0.0002837451900251851,57.8535714285714,0.006077790973871734,0.06870970478452659,0.00014187259501259255,0.11945672500060293,5.11,0.012137767220902613,0.13710553104852385,0.0002823515268378365,57.72142857142856,0.0060688836104513064,0.06855276552426193,0.00014117576341891825,0.11886999279872916,5.11,0.012137767220902613,0.13710553104852385,0.0002823515268378365,57.72142857142856,0.0060688836104513064,0.06855276552426193,0.00014117576341891825,0.11886999279872916,0.0025,5.938242280285036e-06,0.0008822531387852042,5.938242280285036e-06,0.3714285714285711,0.0025,0.3714285714285711,0.0025,2.969121140142518e-06,0.0004411265693926021,2.969121140142518e-06,0.0025,5.1925,0.012333729216152018,0.13815744825246007,0.00028872853437440516,58.164285714285654,0.006166864608076009,0.06907872412623003,0.00014436426718720258,0.12155471297162457,5.19,0.012327790973871735,0.13727519511367486,0.000288690729429057,57.79285714285709,0.0061638954869358675,0.06863759755683743,0.0001443453647145285,0.121538797089633,5.19,0.012327790973871735,0.13727519511367486,0.000288690729429057,57.79285714285709,0.0061638954869358675,0.06863759755683743,0.0001443453647145285,0.121538797089633,400
0.37,0.0225,0.31249999999999967,0.01125,0.15624999999999983,0.0037122156608664263,2.672209026128266e-05,0.00037114014251781434,8.817614396357308e-06,0.007424431321732853,12.8225,149.8749999999999,0.015228622327790974,0.17799881235154374,0.0002961282060197114,0.249339949468597,12.8,149.56249999999983,0.015201900237529691,0.17762767220902598,0.0002954051255402497,0.24873111570489023,12.8,149.56249999999983,0.015201900237529691,0.17762767220902598,0.0002954051255402497,0.24873111570489023,0.01,2.3752969121140145e-05,-0.0002969121140142515,1.1831751879736313e-05,-0.12499999999999989,0.01,-0.12499999999999989,0.004981167541368988,1.1876484560570072e-05,-0.00014845605700712576,5.915875939868157e-06,0.004981167541368988,6.375,0.015142517814726841,0.17814726840855094,0.0003382119439061572,74.99999999999994,0.0075712589073634205,0.08907363420427547,0.0001691059719530786,0.1423872283844922,6.365,0.015118764845605702,0.17844418052256517,0.0003379484420162056,75.12499999999993,0.007559382422802851,0.08922209026128258,0.0001689742210081028,0.14227629408882256,6.365,0.015118764845605702,0.17844418052256517,0.0003379484420162056,75.12499999999993,0.007559382422802851,0.08922209026128258,0.0001689742210081028,0.14227629408882256,0.0125,2.9691211401425178e-05,0.0010391923990498806,1.3211587790287168e-05,0.43749999999999967,0.0125,0.43749999999999967,0.005562078459710898,1.4845605700712589e-05,0.0005195961995249403,6.605793895143584e-06,0.005562078459710898,6.4475,0.015314726840855107,0.17785035629453666,0.00033827190895347804,74.87499999999994,0.007657363420427553,0.08892517814726833,0.00016913595447673902,0.14241247366941426,6.435,0.01528503562945368,0.1768111638954868,0.00033677482809843696,74.43749999999994,0.00764251781472684,0.0884055819477434,0.00016838741404921848,0.14178220262944197,6.435,0.01528503562945368,0.1768111638954868,0.00033677482809843696,74.43749999999994,0.00764251781472684,0.0884055819477434,0.00016838741404921848,0.14178220262944197,400
0.39,0.0225,1.0625000000000036,0.01125,0.5312500000000018,0.0037122156608664263,2.672209026128266e-05,0.0012618764845605743,8.817614396357308e-06,0.007424431321732853,16.305,171.81250000000006,0.0193646080760095,0.20405285035629456,0.0003377385130184783,0.28437582796155875,16.2825,170.75,0.019337885985748218,0.20279097387173406,0.0003362474352482973,0.2831203404790663,16.2825,170.75,0.019337885985748218,0.20279097387173406,0.0003362474352482973,0.2831203404790663,0.0025,5.938242280285036e-06,0.0011876484560570135,5.938242280285036e-06,0.5000000000000027,0.0025,0.5000000000000027,0.0025,2.969121140142518e-06,0.0005938242280285067,2.969121140142518e-06,0.0025,8.1175,0.01928147268408551,0.21229216152019015,0.00036841518657499436,89.37500000000003,0.009640736342042756,0.10614608076009507,0.00018420759328749718,0.15510279354807263,8.115,0.019275534441805225,0.21110451306413303,0.0003680903572979666,88.87500000000003,0.009637767220902612,0.10555225653206651,0.0001840451786489833,0.15496604042244394,8.115,0.019275534441805225,0.21110451306413303,0.0003680903572979666,88.87500000000003,0.009637767220902612,0.10555225653206651,0.0001840451786489833,0.15496604042244394,0.02,4.750593824228029e-05,0.0013361045130641349,1.6647901283858962e-05,0.5625000000000009,0.02,0.5625000000000009,0.007008766440504623,2.3752969121140145e-05,0.0006680522565320674,8.323950641929481e-06,0.007008766440504623,8.1875,0.01944774346793349,0.19581353919239902,0.00038865542209874876,82.4375,0.009723871733966745,0.09790676959619951,0.00019432771104937438,0.16362393270357323,8.1675,0.019400237529691212,0.19447743467933493,0.00038595552347698355,81.87500000000006,0.009700118764845606,0.09723871733966746,0.00019297776173849177,0.16248727538381008,8.1675,0.019400237529691212,0.19447743467933493,0.00038595552347698355,81.87500000000006,0.009700118764845606,0.09723871733966746,0.00019297776173849177,0.16248727538381008,400
0.41,0.065,3.9374999999999964,0.0325,1.9687499999999982,0.006419688934445157,7.719714964370547e-05,0.004676365795724462,1.5248667302720089e-05,0.012839377868890315,19.695,201.68750000000006,0.023390736342042754,0.23953384798099764,0.0003642279249547336,0.30667991281188567,19.63,197.75000000000006,0.02331353919239905,0.23485748218527314,0.00036042831823202036,0.30348064395136115,19.63,197.75000000000006,0.02331353919239905,0.23485748218527314,0.00036042831823202036,0.30348064395136115,0.03,7.125890736342043e-05,0.0046021377672209015,2.0285137264519744e-05,1.9374999999999996,0.03,1.9374999999999996,0.008540042788362812,3.5629453681710215e-05,0.0023010688836104507,1.0142568632259872e-05,0.008540042788362812,9.95,0.02363420427553444,0.23871733966745845,0.0004284603339487334,100.50000000000006,0.01181710213776722,0.11935866983372923,0.0002142301669743667,0.18038180059241676,9.92,0.02356294536817102,0.23411520190023755,0.0004254148926820318,98.5625,0.01178147268408551,0.11705760095011877,0.0002127074463410159,0.1790996698191354,9.92,0.02356294536817102,0.23411520190023755,0.0004254148926820318,98.5625,0.01178147268408551,0.11705760095011877,0.0002127074463410159,0.1790996698191354,0.035,8.31353919239905e-05,0.004750593824228023,2.1853909243159204e-05,1.9999999999999978,0.035,1.9999999999999978,0.009200495791370025,4.156769596199525e-05,0.0023752969121140113,1.0926954621579602e-05,0.009200495791370025,9.745,0.023147268408551067,0.24035035629453677,0.00039078945062327145,101.1875,0.011573634204275533,0.12017517814726839,0.00019539472531163572,0.1645223587123973,9.71,0.02306413301662708,0.23559976247030867,0.00038771845440276244,99.18749999999997,0.01153206650831354,0.11779988123515434,0.00019385922720138122,0.163229469303563,9.71,0.02306413301662708,0.23559976247030867,0.00038771845440276244,99.18749999999997,0.01153206650831354,0.11779988123515434,0.00019385922720138122,0.163229469303563,400
0.43,0.18,6.937499999999995,0.09,3.4687499999999973,0.01039929629390957,0.00021377672209026128,0.008239311163895481,2.470141637508211e-05,0.02079859258781914,24.3725,257.49999999999983,0.028945961995249403,0.3058194774346792,0.00046215462774336737,0.3891341965599153,24.1925,250.56249999999977,0.028732185273159145,0.29758016627078365,0.00045602018521187905,0.38396899594840217,24.1925,250.56249999999977,0.028732185273159145,0.29758016627078365,0.00045602018521187905,0.38396899594840217,0.08,0.00019002375296912116,0.008758907363420419,3.2260445723893225e-05,3.6874999999999964,0.08,3.6874999999999964,0.01358164764975905,9.501187648456058e-05,0.004379453681710209,1.6130222861946613e-05,0.01358164764975905,12.1375,0.028830166270783848,0.2958729216152016,0.000503505906566046,124.56249999999989,0.014415083135391924,0.1479364608076008,0.000251752953283023,0.21197598666430534,12.0575,0.028640142517814726,0.2871140142517814,0.0004980079424535777,120.87499999999994,0.014320071258907363,0.1435570071258907,0.00024900397122678885,0.2096613437729562,12.0575,0.028640142517814726,0.2871140142517814,0.0004980079424535777,120.87499999999994,0.014320071258907363,0.1435570071258907,0.00024900397122678885,0.2096613437729562,0.1,0.00023752969121140142,0.007719714964370541,3.567407417969778e-05,3.2499999999999973,0.1,3.2499999999999973,0.015018785229652767,0.00011876484560570071,0.0038598574821852704,1.783703708984889e-05,0.015018785229652767,12.235,0.029061757719714962,0.31576603325415664,0.0005019755501811193,132.9374999999999,0.014530878859857481,0.15788301662707832,0.00025098777509055965,0.21133170662625123,12.135,0.02882422802850356,0.308046318289786,0.0004956253988810966,129.68749999999991,0.01441211401425178,0.154023159144893,0.0002478126994405483,0.2086582929289417,12.135,0.02882422802850356,0.308046318289786,0.0004956253988810966,129.68749999999991,0.01441211401425178,0.154023159144893,0.0002478126994405483,0.2086582929289417,400
