p,p_low,p_high,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,exact_x_class_norm_stderr,exact_x_class_stderr,runs
0.4,0.4,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000
0.43,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000
0.45,0.43,0.455,0.0,0.0,6.871081336425314e-07,6.871081336425314e-07,0.0,0.013333333333333322,0.013333333333333322,0.0,0.013333333333333322,0.013333333333333322,0.0,0.0,3.435540668212657e-07,3.435540668212657e-07,0.0,0.0,3000
0.455,0.45,0.46,0.0003333333333333333,1.71777033410633e-08,5.153311002318986e-06,2.9742732430886844e-06,1.7177703341063303e-08,0.09999999999999992,0.05771577228213592,0.0003333333333333333,0.09999999999999992,0.05771577228213592,0.0003333333333333334,8.58885167053165e-09,2.576655501159493e-06,1.4871366215443422e-06,8.588851670531652e-09,0.0003333333333333334,3000
0.46,0.455,0.465,0.001,5.15331100231899e-08,2.7484325345701256e-05,6.853876364920171e-06,2.9742732430886866e-08,0.5333333333333329,0.13299947086127592,0.001,0.5333333333333329,0.13299947086127592,0.0005771577228213596,2.576655501159495e-08,1.3742162672850628e-05,3.4269381824600854e-06,1.4871366215443433e-08,0.0005771577228213596,3000
0.465,0.46,0.47,0.005666666666666667,2.920209567980761e-07,6.0121961693721825e-05,1.0104695629147131e-05,7.063630167663491e-08,1.166666666666672,0.19608161868360008,0.005666666666666667,1.166666666666672,0.19608161868360008,0.0013706974340351003,1.4601047839903805e-07,3.0060980846860912e-05,5.052347814573566e-06,3.5318150838317455e-08,0.0013706974340351003,3000
0.47,0.465,0.475,0.012666666666666666,6.527527269604054e-07,0.00011852615305333733,1.4106176706865838e-05,1.0523523875792112e-07,2.300000000000011,0.2737303589967316,0.012666666666666666,2.300000000000011,0.2737303589967316,0.002042089808097459,3.263763634802027e-07,5.926307652666867e-05,7.053088353432919e-06,5.261761937896056e-08,0.002042089808097459,3000
0.475,0.47,0.48,0.028666666666666667,1.4772824873314437e-06,0.00027656102379111885,2.120667103949102e-05,1.570257457578614e-07,5.366666666666662,0.41151545152132324,0.028666666666666667,5.366666666666662,0.41151545152132324,0.0030470845964313004,7.386412436657219e-07,0.00013828051189555943,1.060333551974551e-05,7.85128728789307e-08,0.0030470845964313004,3000
0.48,0.475,0.485,0.06633333333333333,3.4183629648715966e-06,0.0005033067078931543,2.793539415247826e-05,2.3418547652500797e-07,9.766666666666659,0.5420863235288407,0.06633333333333333,9.766666666666659,0.5420863235288407,0.00454436917196778,1.7091814824357983e-06,0.00025165335394657714,1.396769707623913e-05,1.1709273826250398e-07,0.00454436917196778,3000
0.485,0.48,0.49,0.12633333333333333,6.51034956626299e-06,0.0007918921240230175,3.3935845851260385e-05,3.126295178152174e-07,15.366666666666655,0.6585250887437077,0.12633333333333333,15.366666666666655,0.6585250887437077,0.006066575793204293,3.255174783131495e-06,0.00039594606201150877,1.6967922925630192e-05,1.563147589076087e-07,0.006066575793204293,3000
0.49,0.485,0.495,0.22,1.1337284205101778e-05,0.0010856308511551997,3.837304416407203e-05,3.8981339794130873e-07,21.06666666666665,0.7446289220038178,0.22,21.06666666666665,0.7446289220038178,0.007564328987051096,5.668642102550889e-06,0.0005428154255775998,1.9186522082036015e-05,1.9490669897065436e-07,0.007564328987051096,3000
0.495,0.49,0.5,0.337,1.7366658077815e-05,0.0014618225543244856,4.241894403494619e-05,4.448051784448986e-07,28.366666666666642,0.8231396089981308,0.337,28.366666666666642,0.8231396089981308,0.008631444487723258,8.6833290389075e-06,0.0007309112771622428,2.1209472017473095e-05,2.224025892224493e-07,0.008631444487723258,3000
0.5,0.495,0.505,0.5036666666666667,2.5955509748346647e-05,0.001626728506398693,4.373673199956834e-05,4.704965533985585e-07,31.566666666666638,0.8487112844516236,0.5036666666666667,31.566666666666638,0.8487112844516236,0.009129985618699028,1.2977754874173323e-05,0.0008133642531993465,2.186836599978417e-05,2.3524827669927926e-07,0.009129985618699028,3000
0.505,0.5,0.51,0.6526666666666666,3.3633943141801936e-05,0.0014480803916516345,4.22975999351227e-05,4.4804028884117547e-07,28.09999999999997,0.820784926741056,0.6526666666666666,28.09999999999997,0.820784926741056,0.00869422180496301,1.6816971570900968e-05,0.0007240401958258173,2.114879996756135e-05,2.2402014442058773e-07,0.00869422180496301,3000
0.51,0.505,0.515,0.7846666666666666,4.043631366486301e-05,0.0011148329468350072,3.8745879929506594e-05,3.8680880689452896e-07,21.633333333333315,0.7518638000320754,0.7846666666666666,21.633333333333315,0.7518638000320754,0.007506024897788334,2.0218156832431504e-05,0.0005574164734175036,1.9372939964753297e-05,1.9340440344726448e-07,0.007506024897788334,3000
0.515,0.51,0.52,0.869,4.478227261015202e-05,0.0007523834063385719,3.3227945026457505e-05,3.1749994624321857e-07,14.599999999999987,0.6447882732384079,0.869,14.599999999999987,0.6447882732384079,0.006161086456849656,2.239113630507601e-05,0.00037619170316928593,1.6613972513228752e-05,1.5874997312160928e-07,0.006161086456849656,3000
