p,p_low,p_high,exact_x_class,exact_x_class_component_norm,exact_x_class_component_norm_dp,exact_x_class_component_norm_dp_stderr,exact_x_class_component_norm_stderr,exact_x_class_dp,exact_x_class_dp_stderr,exact_x_class_logical_norm,exact_x_class_logical_norm_dp,exact_x_class_logical_norm_dp_stderr,exact_x_class_logical_norm_stderr,exact_x_class_norm,exact_x_class_norm_dp,exact_x_class_norm_dp_stderr,exact_x_class_norm_stderr,exact_x_class_stderr,runs
0.4,0.4,0.45,0.0,0.0,0.00027430555555555563,7.097576970108968e-05,0.0,0.3160000000000001,0.08176408669565531,0.0,0.026333333333333344,0.006813673891304609,0.0,0.0,0.00013715277777777782,3.548788485054484e-05,0.0,0.0,5000
0.45,0.4,0.47,0.0158,1.371527777777778e-05,0.005009920634920639,0.0002944475837733295,3.548788485054483e-06,5.771428571428576,0.3392036165068756,0.0013166666666666667,0.4809523809523813,0.028266968042239632,0.0003406836945652304,6.85763888888889e-06,0.0025049603174603194,0.00014722379188666476,1.7743942425272416e-06,0.004088204334782765,5000
0.47,0.45,0.485,0.404,0.0003506944444444445,0.05258432539682544,0.0013174370468442406,2.061133086413305e-05,60.57714285714291,1.5176874779645653,0.03366666666666667,5.048095238095242,0.1264739564970471,0.0019786877629567727,0.00017534722222222225,0.02629216269841272,0.0006587185234221203,1.0305665432066525e-05,0.023744253155481274,5000
0.485,0.47,0.4925,2.136,0.0018541666666666667,0.134344135802469,0.002350483611890737,4.6481714466110526e-05,154.7644444444443,2.707757120898129,0.17800000000000002,12.897037037037025,0.22564642674151072,0.00446224458874661,0.0009270833333333334,0.0671720679012345,0.0011752418059453684,2.3240857233055263e-05,0.053546935064959326,5000
0.4925,0.485,0.495,3.8862,0.0033734375,0.20951388888888872,0.0037082861898139275,5.7915507348378814e-05,241.35999999999981,4.271945690665644,0.32385,20.11333333333332,0.355995474222137,0.005559888705444366,0.00168671875,0.10475694444444436,0.0018541430949069637,2.8957753674189407e-05,0.0667186644653324,5000
0.495,0.4925,0.4975,4.5496,0.003949305555555556,0.23444444444444423,0.004513819323157739,6.034175291771132e-05,270.07999999999976,5.199919860277715,0.3791333333333333,22.506666666666646,0.43332665502314294,0.005792808280100287,0.001974652777777778,0.11722222222222212,0.0022569096615788695,3.017087645885566e-05,0.06951369936120344,5000
0.4975,0.495,0.5,5.2366,0.004545659722222223,0.2420486111111109,0.004519150203505639,6.191677646550618e-05,278.83999999999975,5.206061034438496,0.43638333333333335,23.236666666666647,0.4338384195365413,0.005944010540688594,0.0022728298611111113,0.12102430555555545,0.0022595751017528195,3.095838823275309e-05,0.07132812648826313,5000
0.5,0.4975,0.5025,5.9438,0.005159548611111111,0.24857638888889141,0.004589673414740535,6.254415021261074e-05,286.3600000000029,5.287303773781097,0.4953166666666667,23.863333333333575,0.4406086478150914,0.006004238420410632,0.0025797743055555556,0.12428819444444571,0.0022948367073702676,3.127207510630537e-05,0.07205086104492758,5000
0.5025,0.5,0.505,6.6684,0.005788541666666667,0.245659722222222,0.004610530795176584,6.200997190616279e-05,282.9999999999997,5.311331476043425,0.5557,23.58333333333331,0.4426109563369521,0.0059529573029916275,0.0028942708333333333,0.122829861111111,0.002305265397588292,3.1004985953081395e-05,0.07143548763589953,5000
0.505,0.5025,0.5075,7.3588,0.006387847222222222,0.2388194444444442,0.004522163303250147,6.0631479281113924e-05,275.1199999999997,5.20953212534417,0.6132333333333333,22.926666666666645,0.43412767711201417,0.005820622010986937,0.003193923611111111,0.1194097222222221,0.0022610816516250736,3.0315739640556962e-05,0.06984746413184324,5000
0.5075,0.505,0.515,8.044,0.006982638888888889,0.21262152777777762,0.0037108267513970175,5.822131185491585e-05,244.93999999999983,4.274872417609364,0.6703333333333333,20.41166666666665,0.35623936813411367,0.005589245938071922,0.0034913194444444445,0.10631076388888881,0.0018554133756985087,2.9110655927457925e-05,0.06707095125686306,5000
0.515,0.5075,0.53,9.8082,0.008514062499999999,0.1374382716049378,0.0023739045332691385,4.6968047355638516e-05,158.32888888888834,2.7347380223260473,0.8173499999999999,13.19407407407403,0.22789483519383727,0.004508932546141297,0.0042570312499999995,0.0687191358024689,0.0011869522666345693,2.3484023677819258e-05,0.05410719055369557,5000
0.53,0.515,0.55,11.6064,0.010075,0.05394841269841265,0.001332313507570052,2.0258354966036275e-05,62.14857142857137,1.5348251607207,0.9672000000000001,5.179047619047615,0.127902096726725,0.0019448020767394824,0.0050375,0.026974206349206324,0.000666156753785026,1.0129177483018138e-05,0.023337624920873788,5000
0.55,0.53,0.6,11.9834,0.010402256944444445,0.004880952380952384,0.0002894050709433756,4.180165300332104e-06,5.622857142857146,0.3333946417267687,0.9986166666666666,0.46857142857142886,0.027782886810564057,0.00040129586883188195,0.0052011284722222224,0.002440476190476192,0.0001447025354716878,2.090082650166052e-06,0.0048155504259825834,5000
0.6,0.55,0.6,12.0,0.010416666666666666,0.00028819444444444487,8.360330600664218e-05,0.0,0.33200000000000046,0.09631100851965178,1.0,0.027666666666666704,0.008025917376637649,0.0,0.005208333333333333,0.00014409722222222243,4.180165300332109e-05,0.0,0.0,5000
