p,posterior_x_error,posterior_x_class,posterior_x_saved_by_stabilizers,posterior_x_error_stderr,posterior_x_class_stderr,posterior_x_class_component_norm,posterior_x_class_component_norm_stderr,posterior_x_class_component_norm_dp,posterior_x_class_component_norm_dp_stderr,scaled_posterior_x_class_component_norm_dp,scaled_posterior_x_class_component_norm_dp_stderr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012986862055518,0.10388498012465242,0.00021441056083097135,0.10367056956382144,0.014237583241970834,5.899452535289326e-05,2.5224771862467217e-06,6.94053239445803e-07,0.0020332973501007504,9.871362200040203e-05,0.0176585870668118,0.0008572986576154614
0.031124460304789,0.4912663527392702,0.007308917761503057,0.48395743497776716,0.016562884468598806,0.0003463767571852827,8.59872677823889e-05,4.0750206727680314e-06,0.012969199730939303,0.0003464400167904892,0.1126336699471506,0.0030087292444557923
0.041692690273657,0.9025117103658715,0.023338764609958207,0.8791729457559133,0.016766994745230433,0.0005854312918455576,0.00027457370129362594,6.8874269628889125e-06,0.026432161628627042,0.00042882196918434657,0.22955551850791758,0.0037241921741688476
0.053239040776797,1.5244550688602914,0.058488506144934546,1.4659665627153569,0.016469129099067167,0.0008838407882909555,0.0006881000722933476,1.0398126921070065e-05,0.04798839603443176,0.0005434270957999172,0.41676504891361316,0.004719503856714328
0.065786706354581,2.4000609351320676,0.1237807311209548,2.2762802040111128,0.01566374397062203,0.0012296871616689993,0.0014562438955406448,1.4466907784341169e-05,0.07319250587074685,0.001087740153296761,0.635655300240604,0.009446702029148027
0.071095875529861,2.8357800492543532,0.1590974635081354,2.6766825857462178,0.01524282705158709,0.001357341968381545,0.0018717348648015929,1.5968729039782882e-05,0.0823135354444359,0.0010584145317601142,0.7148687487103876,0.009192017665757897
0.076576534403673,3.3235868082250555,0.1993934950706402,3.1241933131544153,0.014767252460038809,0.0014607467996058932,0.002345805824360473,1.7185256465951685e-05,0.09087407050865151,0.0010797076843190073,0.789214467875593,0.009376942408009438
0.082233332365895,3.8590706214875894,0.24525959049451146,3.613811030993078,0.014204098077196721,0.0015545431093930788,0.0028854069469942526,1.8288742463447987e-05,0.09965258604454921,0.0011078659215005933,0.8654532830692137,0.009621488382996488
0.088071569497931,4.459391825693281,0.29689543403143476,4.162496391661846,0.013610975905930689,0.0016409146356366655,0.00349288745919335,1.9304878066313713e-05,0.10642093940218332,0.0011015006785795721,0.92423443333177,0.009566208127840158
0.094097243346144,5.122761479620799,0.3526546120913028,4.7701068675294955,0.012980381744953825,0.0017009301130551627,0.004148877789309445,2.0010942506531327e-05,0.11140323987923903,0.0010805528509096366,0.9675042417357138,0.009384282430277134
0.100317108961426,5.848872624293449,0.4129369338711445,5.435935690422305,0.012321072988741627,0.0017454771258845903,0.004858081574954641,2.0535025010406946e-05,0.11514496275425141,0.0010724362193016718,1.0,0.00931379188154781
0.10673875382071,6.641958217081715,0.47642027608149096,6.165537941000224,0.011628367286504175,0.0017726816703157139,0.005604944424488129,2.0855078474302515e-05,0.11439472979317372,0.0014911753128605838,0.993484448271707,0.01295041725831403
