exact_runs,list_runs,max_affine_dimension,mean_affine_dimension,mean_list_size,mean_mcmc_acceptance_rate,p_erasure,p_error,posterior_x_class,posterior_x_class_component_norm,posterior_x_class_logical_norm,posterior_x_class_logical_norm_stderr,posterior_x_class_stderr,posterior_x_degeneracy_gain,posterior_x_degeneracy_gain_component_norm,posterior_x_degeneracy_gain_stderr,posterior_x_error,posterior_x_error_component_norm,posterior_x_error_stderr,runs,valid_runs
0,5,78,78.0,2.4,0.021,0.0,0.1,0.7,0.004861111111111111,0.05833333333333333,0.024999999999999994,0.29999999999999993,0.3000000000000001,0.002083333333333334,0.20000000000000004,1.0,0.006944444444444444,0.4472135954999579,5,5
